name,host_star,ltr,disc_year,orb_period_ed,radius_e,temp_f,circumference_k,mass_e,density_e,temp_c,habit_code,solar_flux,circumference_m,disc_facility,disc_method
GJ 357 d,GJ 357,d,2019,55.66,2.34,454.0,"93,671",6.1,0.4755,432.0,0,0.38,"58,208",Multiple Observatories,Radial Velocity
GJ 3634 b,GJ 3634,b,2010,2.65,2.83,,"113,285",8.4,0.3702,,0,,"70,397",La Silla Observatory,Radial Velocity
GJ 3779 b,GJ 3779,b,2018,3.02,2.75,,"110,083",8.0,0.3829,,0,,"68,407",Calar Alto Observatory,Radial Velocity
GJ 3942 b,GJ 3942,b,2017,6.9,2.57,1120.0,"102,878",7.1,0.4192,802.0,0,,"63,929",Roque de los Muchachos Observatory,Radial Velocity
GJ 3998 b,GJ 3998,b,2016,2.65,1.38,,"55,242",2.5,0.9365,,0,,"34,328",Roque de los Muchachos Observatory,Radial Velocity
GJ 3998 c,GJ 3998,c,2016,13.74,2.38,,"95,272",6.3,0.4628,,0,,"59,203",Roque de los Muchachos Observatory,Radial Velocity
GJ 411 b,GJ 411,b,2019,12.95,1.54,688.0,"61,646",3.0,0.8167,562.0,0,,"38,308",Haute-Provence Observatory,Radial Velocity
GJ 422 b,GJ 422,b,2014,20.13,3.33,,"133,300",11.1,0.2995,,0,,"82,834",Multiple Observatories,Radial Velocity
GJ 4276 b,GJ 4276,b,2019,13.35,4.22,,"168,927",16.6,0.2196,,0,,"104,973",Calar Alto Observatory,Radial Velocity
GJ 433 b,GJ 433,b,2011,7.37,2.33,,"93,270",6.0,0.4773,,0,,"57,959",La Silla Observatory,Radial Velocity
GJ 433 c,GJ 433,c,2014,5094.1,6.27,,"250,989",32.4,0.1312,,0,,"155,967",Multiple Observatories,Radial Velocity
GJ 433 d,GJ 433,d,2020,36.06,2.14,,"85,665",5.2,0.5318,,0,,"53,233",Multiple Facilities,Radial Velocity
GJ 436 b,GJ 436,b,2004,2.64,4.17,1292.0,"166,926",22.1,0.3267,898.0,0,,"103,729",W. M. Keck Observatory,Radial Velocity
GJ 480 b,GJ 480,b,2020,9.57,3.69,,"147,711",13.2,0.2613,,0,,"91,789",Multiple Observatories,Radial Velocity
GJ 504 b,GJ 504,b,2013,,13.0,976.0,"520,392",1271.3,0.5771,722.0,0,,"323,377",Subaru Telescope,Imaging
GJ 536 b,GJ 536,b,2016,8.71,2.17,,"86,865",5.4,0.5227,,0,,"53,979",La Silla Observatory,Radial Velocity
GJ 581 b,GJ 581,b,2005,5.37,4.11,,"164,524",15.8,0.2269,,0,,"102,237",La Silla Observatory,Radial Velocity
GJ 581 c,GJ 581,c,2007,12.91,2.21,,"88,467",5.5,0.5082,,0,,"54,974",La Silla Observatory,Radial Velocity
GJ 581 e,GJ 581,e,2009,3.15,1.17,,"46,835",1.7,1.0581,,0,,"29,104",La Silla Observatory,Radial Velocity
GJ 625 b,GJ 625,b,2017,14.63,1.49,,"59,645",2.8,0.8494,,0,,"37,064",Multiple Observatories,Radial Velocity
GJ 649 b,GJ 649,b,2009,598.3,12.5,,"500,377",104.2,0.0532,,0,,"310,939",W. M. Keck Observatory,Radial Velocity
GJ 667 C b,GJ 667 C,b,2011,7.2,2.23,,"89,267",5.6,0.5027,,0,,"55,472",La Silla Observatory,Radial Velocity
GJ 667 C c,GJ 667 C,c,2011,28.14,1.77,,"70,853",3.8,0.6842,,0,,"44,029",La Silla Observatory,Radial Velocity
GJ 667 C e,GJ 667 C,e,2013,62.24,1.45,,"58,044",2.7,0.8838,,0,,"36,069",La Silla Observatory,Radial Velocity
GJ 667 C f,GJ 667 C,f,2013,39.03,1.45,,"58,044",2.7,0.8838,,0,,"36,069",La Silla Observatory,Radial Velocity
GJ 667 C g,GJ 667 C,g,2013,256.2,1.99,,"79,660",4.6,0.5826,,0,,"49,502",La Silla Observatory,Radial Velocity
GJ 674 b,GJ 674,b,2007,4.69,3.33,,"133,300",11.1,0.2995,,0,,"82,834",La Silla Observatory,Radial Velocity
GJ 676 A b,GJ 676 A,b,2010,1056.8,12.7,,"508,383",2129.5,1.0363,,0,,"315,914",La Silla Observatory,Radial Velocity
GJ 676 A c,GJ 676 A,c,2016,7337.0,12.7,,"508,383",2161.2,1.0526,,0,,"315,914",Paranal Observatory,Radial Velocity
GJ 676 A d,GJ 676 A,d,2012,3.6,1.93,,"77,258",4.4,0.6098,,0,,"48,009",La Silla Observatory,Radial Velocity
GJ 676 A e,GJ 676 A,e,2012,35.39,2.77,,"110,884",8.1,0.3793,,0,,"68,904",La Silla Observatory,Radial Velocity
GJ 682 b,GJ 682,b,2014,17.48,1.93,,"77,258",4.4,0.6098,,0,,"48,009",Multiple Observatories,Radial Velocity
GJ 682 c,GJ 682,c,2014,57.32,2.89,,"115,687",8.7,0.3593,,0,,"71,889",Multiple Observatories,Radial Velocity
GJ 685 b,GJ 685,b,2019,24.16,2.95,,"118,089",9.0,0.3503,,0,,"73,382",Qatar,Radial Velocity
GJ 687 b,GJ 687,b,2014,38.14,4.32,,"172,930",17.2,0.2123,,0,,"107,461",Lick Observatory,Radial Velocity
GJ 687 c,GJ 687,c,2020,727.56,4.14,,"165,725",16.0,0.225,,0,,"102,983",Multiple Observatories,Radial Velocity
GJ 832 b,GJ 832,b,2008,3657.0,14.0,,"560,422",216.0,0.0786,,0,,"348,252",Anglo-Australian Telescope,Radial Velocity
GJ 832 c,GJ 832,c,2014,35.68,2.18,,"87,266",5.4,0.5191,,0,,"54,228",Multiple Observatories,Radial Velocity
GJ 849 b,GJ 849,b,2006,1882.0,13.8,,"552,416",317.8,0.1207,,0,,"343,277",W. M. Keck Observatory,Radial Velocity
GJ 86 b,GJ 86,b,1999,15.76,12.9,,"516,389",1404.8,0.6534,,0,,"320,889",La Silla Observatory,Radial Velocity
GJ 876 b,GJ 876,b,1998,61.12,13.3,,"532,401",723.2,0.3067,,0,,"330,839",Multiple Observatories,Radial Velocity
GJ 876 c,GJ 876,c,2000,30.09,14.0,,"560,422",227.0,0.0826,,0,,"348,252",Multiple Observatories,Radial Velocity
GJ 876 d,GJ 876,d,2005,1.94,2.51,,"100,476",6.8,0.4301,,0,,"62,437",W. M. Keck Observatory,Radial Velocity
GJ 876 e,GJ 876,e,2010,124.26,3.92,,"156,918",14.6,0.2414,,0,,"97,511",W. M. Keck Observatory,Radial Velocity
GJ 887 b,GJ 887,b,2020,9.26,1.88,900.0,"75,257",4.2,0.6298,680.0,0,7.95,"46,765",La Silla Observatory,Radial Velocity
GJ 887 c,GJ 887,c,2020,21.79,2.67,691.0,"106,881",7.6,0.3975,564.0,0,2.56,"66,417",La Silla Observatory,Radial Velocity
GJ 9066 b,GJ 83.1,b,2020,241.88,6.1,,"244,184",30.9,0.1358,,0,,"151,738",Multiple Observatories,Radial Velocity
GJ 9066 c,GJ 83.1,c,2020,767.89,10.0,,"400,302",71.6,0.0713,,0,,"248,751",Multiple Observatories,Radial Velocity
GJ 96 b,GJ 96,b,2018,73.94,4.67,,"186,941",19.7,0.1924,,0,,"116,167",Haute-Provence Observatory,Radial Velocity
GJ 9827 b,GJ 9827,b,2017,1.21,1.577,1937.0,"63,128",4.9,1.2577,1256.0,0,315,"39,228",K2,Transit
GJ 9827 c,GJ 9827,c,2017,3.65,1.241,1357.0,"49,677",0.8,0.4392,934.0,0,72,"30,870",K2,Transit
GJ 9827 d,GJ 9827,d,2017,6.2,2.022,1147.0,"80,941",4.0,0.4882,817.0,0,35.6,"50,298",K2,Transit
GQ Lup b,GQ Lup,b,2004,,33.6,4828.0,"1,345,014",6356.0,0.1672,2862.0,0,,"835,804",Paranal Observatory,Imaging
GSC 06214-00210 b,GSC 06214-00210,b,2010,,20.176,4198.0,"807,649",5000.0,0.608,2512.0,0,,"501,881",Palomar Observatory,Imaging
GU Psc b,GU Psc,b,2014,,14.179,1948.0,"567,588",3591.3,1.2559,1262.0,0,,"352,704",Gemini Observatory,Imaging
Gl 378 b,Gl 378,b,2019,3.82,3.66,1552.0,"146,510",13.0,0.265,1042.0,0,,"91,043",Haute-Provence Observatory,Radial Velocity
Gl 49 b,Gl 49,b,2019,13.85,2.24,,"89,668",5.6,0.4991,,0,,"55,720",Multiple Observatories,Radial Velocity
Gl 686 b,Gl 686,b,2018,15.53,2.46,740.0,"98,474",6.6,0.4446,591.0,0,,"61,193",Roque de los Muchachos Observatory,Radial Velocity
HAT-P-1 b,HAT-P-1,b,2006,4.47,14.785,2437.0,"591,846",166.9,0.0512,1534.0,0,,"367,779",HATNet,Transit
HAT-P-11 b,HAT-P-11,b,2008,4.89,4.36,1566.0,"174,532",26.7,0.3049,1050.0,0,100.77,"108,456",HATNet,Transit
HAT-P-11 c,HAT-P-11,c,2018,3407.0,13.3,,"532,401",731.0,0.3103,,0,,"330,839",W. M. Keck Observatory,Radial Velocity
HAT-P-12 b,HAT-P-12,b,2009,3.21,10.749,1791.0,"430,284",67.1,0.0579,1175.0,0,,"267,383",HATNet,Transit
HAT-P-13 b,HAT-P-13,b,2009,2.92,14.258,3190.0,"570,750",270.5,0.0657,1952.0,0,,"354,670",HATNet,Transit
HAT-P-13 c,HAT-P-13,c,2009,446.27,12.3,670.0,"492,371",4538.4,2.4319,552.0,0,,"305,964",W. M. Keck Observatory,Radial Velocity
HAT-P-14 b,HAT-P-14,b,2010,4.63,15.917,2981.0,"637,160",1093.3,0.2831,1836.0,0,,"395,937",HATNet,Transit
HAT-P-15 b,HAT-P-15,b,2010,10.86,11.882,1685.0,"475,639",616.6,0.3557,1116.0,0,,"295,566",HATNet,Transit
HAT-P-16 b,HAT-P-16,b,2010,2.78,14.448,2984.0,"578,356",1332.6,0.4392,1838.0,0,,"359,396",HATNet,Transit
HAT-P-17 b,HAT-P-17,b,2010,10.34,11.769,1483.0,"471,115",184.3,0.1162,1004.0,0,,"292,755",HATNet,Transit
HAT-P-17 c,HAT-P-17,c,2010,5584.0,13.1,,"524,395",1080.6,0.4791,,0,,"325,864",W. M. Keck Observatory,Radial Velocity
HAT-P-18 b,HAT-P-18,b,2010,5.51,11.153,1591.0,"446,457",62.6,0.0454,1064.0,0,,"277,432",HATNet,Transit
HAT-P-19 b,HAT-P-19,b,2010,4.01,12.689,1876.0,"507,943",92.8,0.0454,1222.0,0,,"315,641",HATNet,Transit
HAT-P-2 b,HAT-P-2,b,2007,5.63,10.66,2830.0,"426,722",2765.1,1.323,1752.0,0,,"265,169",HATNet,Transit
HAT-P-20 b,HAT-P-20,b,2010,2.88,9.718,1804.0,"389,013",2302.9,2.5009,1182.0,0,,"241,737",HATNet,Transit
HAT-P-21 b,HAT-P-21,b,2010,4.12,12.442,2367.0,"498,055",1547.8,0.8348,1495.0,0,,"309,496",HATNet,Transit
HAT-P-22 b,HAT-P-22,b,2010,3.21,12.89,2691.0,"515,989",785.0,0.3884,1675.0,0,,"320,640",HATNet,Transit
HAT-P-23 b,HAT-P-23,b,2010,1.21,12.218,3569.0,"489,089",425.9,0.2552,2163.0,0,,"303,924",HATNet,Transit
HAT-P-24 b,HAT-P-24,b,2010,3.36,14.572,3004.0,"583,320",238.4,0.0799,1849.0,0,,"362,480",HATNet,Transit
HAT-P-25 b,HAT-P-25,b,2010,3.65,12.722,2185.0,"509,264",180.8,0.0877,1394.0,0,325,"316,461",HATNet,Transit
HAT-P-26 b,HAT-P-26,b,2010,4.23,7.062,1859.0,"282,693",22.2,0.0726,1213.0,0,,"175,668",HATNet,Transit
HAT-P-27 b,HAT-P-27,b,2011,3.04,11.43,,"457,545",197.0,0.1379,,0,,"284,323",HATNet,Transit
HAT-P-28 b,HAT-P-28,b,2011,3.26,13.585,2549.0,"543,810",199.0,0.0799,1596.0,0,,"337,929",HATNet,Transit
HAT-P-29 b,HAT-P-29,b,2011,5.72,13.115,2345.0,"524,996",279.7,0.1434,1483.0,0,433,"326,237",HATNet,Transit
HAT-P-3 b,HAT-P-3,b,2007,2.9,10.536,2198.0,"421,758",206.6,0.1552,1401.0,0,,"262,084",HATNet,Transit
HAT-P-30 b,HAT-P-30,b,2011,2.81,16.141,2992.0,"646,127",263.8,0.0561,1842.0,0,,"401,509",HATNet,Transit
HAT-P-31 b,HAT-P-31,b,2011,5.01,12.218,2668.0,"489,089",721.5,0.3956,1662.0,0,,"303,924",HATNet,Transit
HAT-P-32 b,HAT-P-32,b,2011,2.15,22.194,3362.0,"888,430",216.1,0.0196,2048.0,0,1841,"552,079",HATNet,Transit
HAT-P-33 b,HAT-P-33,b,2011,3.47,20.737,3265.0,"830,106",292.4,0.0363,1994.0,0,,"515,836",HATNet,Transit
HAT-P-34 b,HAT-P-34,b,2011,5.45,13.417,2794.0,"537,085",1058.4,0.4537,1732.0,0,,"333,750",HATNet,Transit
HAT-P-35 b,HAT-P-35,b,2011,3.65,14.93,2903.0,"597,650",335.6,0.0998,1793.0,0,,"371,386",HATNet,Transit
HAT-P-36 b,HAT-P-36,b,2011,1.33,14.314,3263.0,"572,992",587.4,0.2132,1993.0,0,1821,"356,063",HATNet,Transit
HAT-P-37 b,HAT-P-37,b,2011,2.8,13.204,2345.0,"528,558",371.5,0.1615,1483.0,0,,"328,451",HATNet,Transit
HAT-P-38 b,HAT-P-38,b,2012,4.64,9.247,2005.0,"370,159",84.9,0.1071,1294.0,0,,"230,020",HATNet,Transit
HAT-P-39 b,HAT-P-39,b,2012,3.54,17.609,3211.0,"704,891",190.4,0.0345,1964.0,0,,"438,026",HATNet,Transit
HAT-P-4 b,HAT-P-4,b,2007,3.06,14.28,3092.0,"571,631",213.3,0.0731,1898.0,0,,"355,217",HATNet,Transit
HAT-P-40 b,HAT-P-40,b,2012,4.46,17.038,3244.0,"682,034",152.6,0.0272,1982.0,0,,"423,822",HATNet,Transit
HAT-P-41 b,HAT-P-41,b,2012,2.69,22.978,3551.0,"919,813",378.2,0.037,2153.0,0,,"571,581",HATNet,Transit
HAT-P-42 b,HAT-P-42,b,2012,4.64,14.348,2628.0,"574,353",331.8,0.1107,1640.0,0,,"356,908",HATNet,Transit
HAT-P-43 b,HAT-P-43,b,2012,3.33,14.359,2507.0,"574,793",210.4,0.0708,1573.0,0,,"357,182",HATNet,Transit
HAT-P-44 b,HAT-P-44,b,2014,4.3,13.922,2052.0,"557,300",111.9,0.0417,1320.0,0,,"346,312",HATNet,Transit
HAT-P-44 c,HAT-P-44,c,2014,872.2,13.0,,"520,392",1271.3,0.5771,,0,,"323,377",W. M. Keck Observatory,Radial Velocity
HAT-P-45 b,HAT-P-45,b,2014,3.13,15.984,3031.0,"639,842",283.5,0.069,1864.0,0,,"397,604",HATNet,Transit
HAT-P-46 b,HAT-P-46,b,2014,4.46,14.392,2682.0,"576,114",156.7,0.0508,1670.0,0,,"358,003",HATNet,Transit
HAT-P-49 b,HAT-P-49,b,2014,2.69,17.822,3893.0,"713,418",699.2,0.1361,2343.0,0,,"443,325",HATNet,Transit
HAT-P-5 b,HAT-P-5,b,2007,2.79,13.563,2828.0,"542,929",311.5,0.1165,1751.0,0,,"337,381",HATNet,Transit
HAT-P-50 b,HAT-P-50,b,2015,3.12,14.437,3409.0,"577,916",429.1,0.1416,2074.0,0,,"359,122",HATNet,Transit
HAT-P-51 b,HAT-P-51,b,2015,4.22,14.493,2203.0,"580,157",98.2,0.0323,1404.0,0,,"360,515",HATNet,Transit
HAT-P-52 b,HAT-P-52,b,2015,2.75,11.31,2250.0,"452,741",260.0,0.1779,1430.0,0,,"281,338",HATNet,Transit
HAT-P-53 b,HAT-P-53,b,2015,1.96,14.773,3258.0,"591,366",471.7,0.1452,1990.0,0,,"367,480",HATNet,Transit
HAT-P-54 b,HAT-P-54,b,2015,3.8,10.581,1530.0,"423,559",241.6,0.2029,1030.0,0,,"263,204",HATNet,Transit
HAT-P-55 b,HAT-P-55,b,2015,3.59,13.249,2421.0,"530,360",185.0,0.0789,1525.0,0,,"329,571",HATNet,Transit
HAT-P-56 b,HAT-P-56,b,2015,2.79,16.926,3370.0,"677,551",734.2,0.1361,2052.0,0,3515,"421,036",HATNet,Transit
HAT-P-57 b,HAT-P-57,b,2015,2.47,19.504,4018.0,"780,749",448.1,0.0603,2412.0,0,,"485,165",HATNet,Transit
HAT-P-6 b,HAT-P-6,b,2007,3.85,16.589,3073.0,"664,061",419.5,0.1013,1887.0,0,,"412,654",HATNet,Transit
HAT-P-65 b,HAT-P-65,b,2016,2.61,21.185,3532.0,"848,039",167.5,0.0174,2142.0,0,,"526,980",HATNet,Transit
HAT-P-66 b,HAT-P-66,b,2016,2.97,17.822,3470.0,"713,418",248.9,0.0439,2108.0,0,,"443,325",HATNet,Transit
HAT-P-67 b,HAT-P-67,b,2017,4.81,23.371,3483.0,"935,545",108.1,0.0094,2115.0,0,,"581,357",HATNet,Transit
HAT-P-69 b,HAT-P-69,b,2019,4.79,18.786,3532.0,"752,007",1137.8,0.1851,2142.0,0,2259.23,"467,304",HATNet,Transit
HAT-P-7 b,HAT-P-7,b,2008,2.2,16.926,4977.0,"677,551",584.8,0.1292,2945.0,0,4353.41,"421,036",HATNet,Transit
HAT-P-70 b,HAT-P-70,b,2019,2.74,20.961,4669.0,"839,072",2154.9,0.2795,2774.0,0,5561.01,"521,408",HATNet,Transit
HAT-P-8 b,HAT-P-8,b,2008,3.08,15.693,3118.0,"628,194",406.8,0.1031,1912.0,0,,"390,365",HATNet,Transit
HAT-P-9 b,HAT-P-9,b,2008,3.92,15.614,2830.0,"625,031",238.1,0.0621,1752.0,0,931,"388,400",HATNet,Transit
HATS-1 b,HATS-1,b,2012,3.45,14.594,2504.0,"584,200",589.6,0.1869,1571.0,0,,"363,028",HATSouth,Transit
HATS-10 b,HATS-10,b,2015,3.31,10.862,2590.0,"434,808",167.2,0.127,1619.0,0,,"270,194",HATSouth,Transit
HATS-11 b,HATS-11,b,2016,3.62,18.03,2930.0,"721,744",263.8,0.0572,1808.0,0,,"448,499",HATSouth,Transit
HATS-12 b,HATS-12,b,2016,3.14,7.76,2660.0,"310,634",759.6,0.2033,1658.0,0,,"193,031",HATSouth,Transit
HATS-13 b,HATS-13,b,2015,3.04,13.585,2297.0,"543,810",172.6,0.0684,1456.0,0,,"337,929",HATSouth,Transit
HATS-14 b,HATS-14,b,2015,2.77,11.646,2354.0,"466,191",340.4,0.2162,1488.0,0,,"289,696",HATSouth,Transit
HATS-15 b,HATS-15,b,2016,1.75,12.386,2767.0,"495,814",689.7,0.3575,1717.0,0,,"308,103",HATSouth,Transit
HATS-16 b,HATS-16,b,2016,2.69,14.572,2923.0,"583,320",1039.3,0.3376,1804.0,0,,"362,480",HATSouth,Transit
HATS-17 b,HATS-17,b,2016,16.25,8.709,1523.0,"348,623",425.3,0.6352,1026.0,0,72.7,"216,638",HATSouth,Transit
HATS-18 b,HATS-18,b,2016,0.84,14.897,3782.0,"596,329",629.1,0.2027,2281.0,0,2990,"370,565",Multiple Observatories,Transit
HATS-2 b,HATS-2,b,2013,1.35,13.092,2896.0,"524,075",427.5,0.1906,1789.0,0,,"325,665",HATSouth,Transit
HATS-22 b,HATS-22,b,2017,4.72,10.682,1602.0,"427,602",870.9,0.706,1070.0,0,,"265,716",HATSouth,Transit
HATS-23 b,HATS-23,b,2017,2.16,20.849,3035.0,"834,589",467.2,0.0526,1866.0,0,,"518,622",HATSouth,Transit
HATS-24 b,HATS-24,b,2017,1.35,15.637,3956.0,"625,952",718.3,0.1869,2378.0,0,,"388,972",HATSouth,Transit
HATS-25 b,HATS-25,b,2016,4.3,14.123,2356.0,"565,346",194.8,0.069,1489.0,0,,"351,311",HATSouth,Transit
HATS-26 b,HATS-26,b,2016,3.3,19.616,3510.0,"785,232",206.6,0.0278,2130.0,0,,"487,951",HATSouth,Transit
HATS-27 b,HATS-27,b,2016,4.64,16.814,3044.0,"673,067",168.4,0.0327,1871.0,0,,"418,250",HATSouth,Transit
HATS-28 b,HATS-28,b,2016,3.18,13.384,2313.0,"535,764",213.6,0.0871,1465.0,0,,"332,929",HATSouth,Transit
HATS-29 b,HATS-29,b,2016,4.61,14.022,2239.0,"561,303",207.5,0.0746,1424.0,0,,"348,799",HATSouth,Transit
HATS-3 b,HATS-3,b,2013,3.55,15.48,3024.0,"619,667",340.4,0.0926,1860.0,0,,"385,067",HATSouth,Transit
HATS-30 b,HATS-30,b,2016,3.17,13.171,2603.0,"527,237",224.4,0.0985,1626.0,0,,"327,630",HATSouth,Transit
HATS-31 b,HATS-31,b,2016,3.38,18.383,3339.0,"735,875",279.7,0.0441,2035.0,0,,"457,280",HATSouth,Transit
HATS-32 b,HATS-32,b,2016,2.81,14.0,2644.0,"560,422",292.4,0.1053,1649.0,0,,"348,252",HATSouth,Transit
HATS-33 b,HATS-33,b,2016,2.55,13.787,2630.0,"551,896",378.9,0.1434,1641.0,0,,"342,953",HATSouth,Transit
HATS-34 b,HATS-34,b,2016,2.11,16.029,2659.0,"641,644",299.1,0.0726,1657.0,0,,"398,723",HATSouth,Transit
HATS-35 b,HATS-35,b,2016,1.82,16.41,3724.0,"656,895",388.4,0.0878,2249.0,0,,"408,201",HATSouth,Transit
HATS-36 b,HATS-36,b,2018,4.18,12.92,2223.0,"517,190",1022.1,0.3848,1415.0,0,561,"321,387",HATSouth,Transit
HATS-37 A b,HATS-37 A,b,2020,4.33,6.793,2011.0,"271,925",31.5,0.0998,1297.0,0,229.7,"168,977",HATSouth,Transit
HATS-38 b,HATS-38,b,2020,4.38,6.882,2387.0,"275,488",23.5,0.0731,1506.0,0,464.7,"171,191",HATSouth,Transit
HATS-39 b,HATS-39,b,2018,4.58,17.598,3019.0,"704,451",200.2,0.0367,1857.0,0,,"437,753",HATSouth,Transit
HATS-4 b,HATS-4,b,2014,2.52,11.433,2425.0,"457,665",420.5,0.2813,1527.0,0,,"284,397",HATSouth,Transit
HATS-40 b,HATS-40,b,2018,3.26,17.71,3839.0,"708,934",505.3,0.0889,2313.0,0,,"440,539",HATSouth,Transit
HATS-41 b,HATS-41,b,2018,4.19,14.908,3136.0,"596,770",3083.0,0.9256,1922.0,0,,"370,838",HATSouth,Transit
HATS-42 b,HATS-42,b,2018,2.29,15.693,3398.0,"628,194",597.5,0.1506,2068.0,0,,"390,365",HATSouth,Transit
HATS-43 b,HATS-43,b,2018,4.39,13.227,1863.0,"529,479",83.0,0.0347,1215.0,0,,"329,023",HATSouth,Transit
HATS-44 b,HATS-44,b,2018,2.74,11.96,2147.0,"478,761",178.0,0.1016,1373.0,0,,"297,507",HATSouth,Transit
HATS-45 b,HATS-45,b,2018,4.19,14.415,2790.0,"577,035",222.5,0.0744,1730.0,0,,"358,575",HATSouth,Transit
HATS-46 b,HATS-46,b,2018,4.74,10.122,1955.0,"405,185",55.0,0.0508,1266.0,0,,"251,786",HATSouth,Transit
HATS-47 b,HATS-47,b,2020,3.92,12.52,1593.0,"501,178",117.3,0.0601,1065.0,0,87.73,"311,437",HATSouth,Transit
HATS-48 A b,HATS-48 A,b,2020,3.13,8.967,1777.0,"358,951",77.2,0.1069,1167.0,0,137.6,"223,055",HATSouth,Transit
HATS-49 b,HATS-49,b,2020,4.15,8.575,1561.0,"343,259",112.2,0.1789,1047.0,0,80.45,"213,304",HATSouth,Transit
HATS-5 b,HATS-5,b,2014,4.76,10.223,1903.0,"409,228",75.3,0.0708,1237.0,0,,"254,298",HATSouth,Transit
HATS-50 b,HATS-50,b,2017,3.83,12.666,,"507,022",124.0,0.0599,,0,,"315,068",HATSouth,Transit
HATS-51 b,HATS-51,b,2017,3.35,15.805,2853.0,"632,677",244.1,0.0617,1765.0,0,,"393,151",HATSouth,Transit
HATS-52 b,HATS-52,b,2017,1.37,15.491,3359.0,"620,107",711.9,0.1924,2046.0,0,,"385,341",HATSouth,Transit
HATS-53 b,HATS-53,b,2017,3.85,15.02,2419.0,"601,253",189.1,0.055,1524.0,0,,"373,624",HATSouth,Transit
HATS-54 b,HATS-54,b,2019,2.54,11.96,2983.0,"478,761",241.6,0.1397,1837.0,0,,"297,507",HATSouth,Transit
HATS-55 b,HATS-55,b,2019,4.2,14.022,2518.0,"561,303",292.7,0.1065,1579.0,0,,"348,799",HATSouth,Transit
HATS-56 b,HATS-56,b,2019,4.32,18.921,3481.0,"757,411",191.3,0.0281,2114.0,0,,"470,662",HATSouth,Transit
HATS-57 b,HATS-57,b,2019,2.35,12.767,2601.0,"511,065",1000.2,0.4809,1625.0,0,,"317,581",HATSouth,Transit
HATS-58 A b,HATS-58 A,b,2019,4.22,12.274,3155.0,"491,330",327.4,0.1742,1933.0,0,,"305,317",HATSouth,Transit
HATS-59 b,HATS-59,b,2018,5.42,12.621,2088.0,"505,221",256.2,0.127,1340.0,0,269,"313,949",HATSouth,Transit
HATS-59 c,HATS-59,c,2018,1422.0,12.3,374.0,"492,371",4036.4,2.1597,388.0,0,0.16,"305,964",HATSouth,Radial Velocity
HATS-6 b,HATS-6,b,2015,3.33,11.187,1341.0,"447,818",101.4,0.0724,925.0,0,,"278,278",HATSouth,Transit
HATS-60 b,HATS-60,b,2018,3.56,12.924,2808.0,"517,350",210.4,0.0975,1740.0,0,903.9,"321,486",HATSouth,Transit
HATS-61 b,HATS-61,b,2018,7.82,13.395,2264.0,"536,204",1080.6,0.4483,1438.0,0,374.2,"333,202",HATSouth,Transit
HATS-62 b,HATS-62,b,2018,3.28,11.825,2284.0,"473,357",56.9,0.0138,1449.0,0,387.4,"294,148",HATSouth,Transit
HATS-63 b,HATS-63,b,2018,3.06,13.529,2574.0,"541,568",305.1,0.1216,1610.0,0,634.1,"336,536",HATSouth,Transit
HATS-64 b,HATS-64,b,2018,4.91,18.82,3285.0,"753,368",305.1,0.0445,2005.0,0,1711,"468,150",HATSouth,Transit
HATS-65 b,HATS-65,b,2018,3.11,16.825,2999.0,"673,508",260.9,0.0544,1846.0,0,1178,"418,524",HATSouth,Transit
HATS-66 b,HATS-66,b,2018,3.14,15.816,3654.0,"633,117",1694.0,0.4247,2210.0,0,2637,"393,425",HATSouth,Transit
HATS-67 b,HATS-67,b,2018,1.61,18.887,4005.0,"756,050",460.9,0.0679,2405.0,0,3821,"469,817",HATSouth,Transit
HATS-68 b,HATS-68,b,2018,3.59,13.809,3191.0,"552,777",410.0,0.1554,1953.0,0,1521,"343,501",HATSouth,Transit
HATS-69 b,HATS-69,b,2018,2.23,10.593,2390.0,"424,040",183.4,0.0835,1508.0,0,466.6,"263,502",HATSouth,Transit
HATS-7 b,HATS-7,b,2015,3.19,6.311,2009.0,"252,630",38.1,0.1506,1296.0,0,,"156,987",HATSouth,Transit
HATS-70 b,HATS-70,b,2019,1.89,15.513,4972.0,"620,988",4100.0,1.2051,2942.0,0,9110,"385,888",HATSouth,Transit
HATS-72 b,HATS-72,b,2020,7.33,8.097,1388.0,"324,124",39.9,0.0746,951.0,0,49.58,"201,414",HATSouth,Transit
HATS-8 b,HATS-8,b,2015,3.58,9.785,2441.0,"391,695",43.9,0.047,1536.0,0,,"243,403",HATSouth,Transit
HATS-9 b,HATS-9,b,2015,1.92,13.85,3200.0,"554,418",266.0,0.1136,1958.0,0,,"344,521",HATSouth,Transit
HD 100546 b,HD 100546,b,2014,,77.342,,"3,096,014",239000.0,0.5154,,0,,"1,923,892",Paranal Observatory,Imaging
HD 100655 b,HD 100655,b,2011,157.57,13.5,,"540,407",511.7,0.2069,,0,,"335,814",Bohyunsan Optical Astronomical Observatory,Radial Velocity
HD 100777 b,HD 100777,b,2007,383.7,13.8,,"552,416",327.4,0.1241,,0,,"343,277",La Silla Observatory,Radial Velocity
HD 10180 c,HD 10180,c,2010,5.76,3.68,,"147,311",13.1,0.2613,,0,,"91,540",La Silla Observatory,Radial Velocity
HD 10180 d,HD 10180,d,2010,16.36,3.45,,"138,104",11.8,0.2849,,0,,"85,819",La Silla Observatory,Radial Velocity
