name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,temp_c,temp_f,habit_code,solar_flux,disc_facility,disc_method
2MASS J04414489+2301513 b,2MASS J04414489+2301513,b,2010,,12.6,504380,313427,2383.6,1.1887,,,0,,Hubble Space Telescope,Imaging
2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,2004,,13,520392,323377,1271,0.5771,877,1611,0,,Paranal Observatory,Imaging
2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,2015,416,13.4,536404,333327,603.9,0.2505,,,0,,Kepler,Eclipse Timing Variations
2MASS J21402931+1625183 A b,2MASS J21402931+1625183 A,b,2009,7336.5,10.31,412711,256463,6657.5,6.0617,1802,3276,0,,W. M. Keck Observatory,Imaging
2MASS J22362452+4751425 b,2MASS J22362452+4751425,b,2016,,12.3,492371,305964,3972.9,2.1234,,,0,,W. M. Keck Observatory,Imaging
30 Ari B b,30 Ari B,b,2009,335.1,12.3,492371,305964,4392.4,2.3593,,,0,,Thueringer Landessternwarte Tautenburg,Radial Velocity
4 UMa b,4 UMa,b,2006,269.3,12.7,508383,315914,2256.5,1.098,,,0,,Thueringer Landessternwarte Tautenburg,Radial Velocity
42 Dra b,42 Dra,b,2008,479.1,13,520392,323377,1233.1,0.559,,,0,,Thueringer Landessternwarte Tautenburg,Radial Velocity
47 UMa b,47 UMa,b,1996,1078,13.2,528398,328352,804.1,0.3485,,,0,,Lick Observatory,Radial Velocity
47 UMa c,47 UMa,c,2001,2391,14.2,568428,353227,171.6,0.0597,,,0,,Lick Observatory,Radial Velocity
47 UMa d,47 UMa,d,2009,14002,13.5,540407,335814,521.2,0.2105,,,0,,Lick Observatory,Radial Velocity
51 Eri b,51 Eri,b,2015,11688,13.4,536404,333327,635.7,0.2632,427,801,0,,Gemini Observatory,Imaging
51 Peg b,51 Peg,b,1995,4.23,14.3,572431,355714,146.2,0.0499,,,0,,Haute-Provence Observatory,Radial Velocity
55 Cnc b,55 Cnc,b,1996,14.65,13.9,556419,345764,264,0.098,427,801,0,,Lick Observatory,Radial Velocity
55 Cnc c,55 Cnc,c,2004,44.42,8.51,340657,211687,54.5,0.0882,,,0,,McDonald Observatory,Radial Velocity
55 Cnc d,55 Cnc,d,2002,4825,13,520392,323377,1232.5,0.559,,,0,,Lick Observatory,Radial Velocity
55 Cnc e,55 Cnc,e,2004,0.74,1.91,76458,47511,8.1,1.1615,1685,3065,0,,McDonald Observatory,Radial Velocity
55 Cnc f,55 Cnc,f,2007,262,7.59,303829,188802,44.8,0.1022,,,0,,Multiple Observatories,Radial Velocity
6 Lyn b,6 Lyn,b,2008,934.3,13.4,536404,333327,638.8,0.265,,,0,,Okayama Astrophysical Observatory,Radial Velocity
61 Vir b,61 Vir,b,2009,4.22,2.11,84464,52487,5.1,0.5408,,,0,,Multiple Observatories,Radial Velocity
61 Vir c,61 Vir,c,2009,38.02,4.46,178535,110943,18.2,0.2051,,,0,,Multiple Observatories,Radial Velocity
61 Vir d,61 Vir,d,2009,123.01,5.11,204554,127112,22.9,0.1711,,,0,,Multiple Observatories,Radial Velocity
7 CMa b,7 CMa,b,2011,735.1,13.4,536404,333327,588,0.2432,,,0,,Anglo-Australian Telescope,Radial Velocity
7 CMa c,7 CMa,c,2019,996,13.9,556419,345764,276.5,0.1027,,,0,,Multiple Observatories,Radial Velocity
70 Vir b,70 Vir,b,1996,116.69,12.6,504380,313427,2380.4,1.1869,,,0,,Lick Observatory,Radial Velocity
75 Cet b,75 Cet,b,2012,691.9,13.1,524395,325864,953.5,0.4229,,,0,,Okayama Astrophysical Observatory,Radial Velocity
8 UMi b,8 UMi,b,2015,93.4,13.6,544410,338302,416.4,0.1652,,,0,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
81 Cet b,81 Cet,b,2008,952.7,12.8,512386,318402,1684.4,0.8004,,,0,,Okayama Astrophysical Observatory,Radial Velocity
91 Aqr b,91 Aqr,b,2013,181.4,13.1,524395,325864,1017,0.4519,,,0,,Lick Observatory,Radial Velocity
AB Pic b,AB Pic,b,2005,,12.3,492371,305964,4290.5,2.3049,,,0,,Paranal Observatory,Imaging
AU Mic b,AU Mic,b,2020,8.46,4.203,168247,104550,57.2,0.7985,,,0,,Transiting Exoplanet Survey Satellite (TESS),Transit
BD+03 2562 b,BD+03 2562,b,2017,481.9,12.7,508383,315914,2034.1,0.9909,,,0,,Multiple Observatories,Radial Velocity
BD+14 4559 b,BD+14 4559,b,2009,268.94,13.8,552416,343277,330.5,0.1254,,,0,,McDonald Observatory,Radial Velocity
BD+15 2375 b,BD+15 2375,b,2016,153.22,13.8,552416,343277,337.2,0.1279,,,0,,Roque de los Muchachos Observatory,Radial Velocity
BD+15 2940 b,BD+15 2940,b,2013,137.48,13.7,548413,340789,352.8,0.1368,,,0,,McDonald Observatory,Radial Velocity
BD+20 2457 b,BD+20 2457,b,2009,379.63,11.6,464350,288552,17668.2,11.2886,,,0,,McDonald Observatory,Radial Velocity
BD+20 2457 c,BD+20 2457,c,2009,621.99,12.4,496374,308452,3963.2,2.069,,,0,,McDonald Observatory,Radial Velocity
BD+20 274 b,BD+20 274,b,2012,578.2,13,520392,323377,1334.9,0.6062,,,0,,McDonald Observatory,Radial Velocity
BD+20 594 b,BD+20 594,b,2016,41.69,2.578,103198,64128,22.2,1.4319,273,523,0,,K2,Transit
BD+48 738 b,BD+48 738,b,2011,392.6,13.9,556419,345764,289.2,0.1074,,,0,,McDonald Observatory,Radial Velocity
BD+48 740 b,BD+48 740,b,2018,733,13.5,540407,335814,540.3,0.2196,,,0,,Multiple Observatories,Radial Velocity
BD+49 828 b,BD+49 828,b,2015,2590,13.5,540407,335814,508.5,0.2069,,,0,,McDonald Observatory,Radial Velocity
BD-06 1339 b,BD-06 1339,b,2013,3.87,2.85,114086,70894,8.5,0.3666,,,0,,La Silla Observatory,Radial Velocity
BD-06 1339 c,BD-06 1339,c,2013,125.94,8.38,335453,208454,53,0.0898,,,0,,La Silla Observatory,Radial Velocity
BD-08 2823 b,BD-08 2823,b,2009,5.6,3.61,144509,89799,12.7,0.2686,,,0,,La Silla Observatory,Radial Velocity
BD-08 2823 c,BD-08 2823,c,2009,237.6,12.5,500377,310939,104,0.0532,,,0,,La Silla Observatory,Radial Velocity
BD-10 3166 b,BD-10 3166,b,2000,3.49,14.1,564425,350739,187.5,0.0668,,,0,,W. M. Keck Observatory,Radial Velocity
BD-11 4672 b,BD-11 4672,b,2014,1634,14.1,564425,350739,206.6,0.0735,,,0,,La Silla Observatory,Radial Velocity
BD-11 4672 c,BD-11 4672,c,2020,74.2,4.04,161722,100496,15.4,0.2323,,,0,,Roque de los Muchachos Observatory,Radial Velocity
BD-13 2130 b,BD-13 2130,b,2007,714.3,12.5,500377,310939,3108.4,1.588,,,0,,La Silla Observatory,Radial Velocity
BD-17 63 b,BD-17 63,b,2008,655.6,12.8,512386,318402,1620.9,0.7713,,,0,,La Silla Observatory,Radial Velocity
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,2011,10037.5,12.4,496374,308452,3337.1,1.7459,97,207,0,,W. M. Keck Observatory,Imaging
CHXR 73 b,CHXR 73,b,2006,,12.3,492371,305964,3994.5,2.1416,,,0,,Hubble Space Telescope,Imaging
CI Tau b,CI Tau,b,2019,8.99,12.4,496374,308452,3686.8,1.9238,,,0,,Multiple Observatories,Radial Velocity
CT Cha b,CT Cha,b,2007,,24.66,987144,613421,5403,0.3593,2327,4221,0,,Paranal Observatory,Imaging
CoRoT-1 b,CoRoT-1,b,2008,1.51,16.7,668504,415415,327.4,0.069,1625,2957,0,,CoRoT,Transit
CoRoT-10 b,CoRoT-10,b,2010,13.24,10.87,435128,270393,874,0.6715,327,621,0,,CoRoT,Transit
CoRoT-11 b,CoRoT-11,b,2010,2.99,16.03,641684,398748,740.5,0.1797,1384,2523,0,,CoRoT,Transit
CoRoT-12 b,CoRoT-12,b,2010,2.83,16.14,646087,401485,291.4,0.0746,1169,2136,0,,CoRoT,Transit
CoRoT-13 b,CoRoT-13,b,2010,4.04,9.92,397099,246761,415.7,0.4247,1427,2601,0,,CoRoT,Transit
CoRoT-14 b,CoRoT-14,b,2010,1.51,12.22,489169,303974,2415.4,1.3249,1679,3054,0,,CoRoT,Transit
CoRoT-16 b,CoRoT-16,b,2011,5.35,13.11,524796,326113,170,0.0799,,,0,,CoRoT,Transit
CoRoT-17 b,CoRoT-17,b,2011,3.77,11.43,457545,284323,772.3,0.5118,1353,2467,0,,CoRoT,Transit
CoRoT-18 b,CoRoT-18,b,2011,1.9,14.68,587643,365167,1102.8,0.3993,1277,2331,0,,CoRoT,Transit
CoRoT-19 b,CoRoT-19,b,2011,3.9,14.46,578836,359694,352.8,0.1289,1727,3141,0,,CoRoT,Transit
CoRoT-2 b,CoRoT-2,b,2008,1.74,16.432,657776,408748,1102.8,0.2668,1248,2278,0,,CoRoT,Transit
CoRoT-20 b,CoRoT-20,b,2011,9.24,9.416,376924,234224,1366.7,1.6098,751,1384,0,,CoRoT,Transit
CoRoT-20 c,CoRoT-20,c,2018,1675,12.2,488368,303477,5403.1,2.9764,,,0,,Multiple Observatories,Radial Velocity
CoRoT-21 b,CoRoT-21,b,2012,2.72,14.572,583320,362480,718.3,0.2468,,,0,,CoRoT,Transit
CoRoT-22 b,CoRoT-22,b,2014,9.76,4.88,195347,121391,12.2,0.0452,612,1134,0,,CoRoT,Transit
CoRoT-23 b,CoRoT-23,b,2011,3.63,11.77,471155,292780,889.9,0.5445,1387,2529,0,,CoRoT,Transit
CoRoT-24 b,CoRoT-24,b,2014,5.11,3.7,148112,92038,5.7,0.1633,797,1467,0,,CoRoT,Transit
CoRoT-24 c,CoRoT-24,c,2014,11.76,5,200151,124376,28,0.2359,577,1071,0,,CoRoT,Transit
CoRoT-25 b,CoRoT-25,b,2013,4.86,12.11,484765,301238,85.8,0.0272,1057,1935,0,,CoRoT,Transit
CoRoT-26 b,CoRoT-26,b,2013,4.2,14.12,565226,351237,165.3,0.0508,1327,2421,0,,CoRoT,Transit
CoRoT-27 b,CoRoT-27,b,2014,3.58,11.287,451821,280766,3302.1,2.2868,1227,2241,0,,CoRoT,Transit
CoRoT-28 b,CoRoT-28,b,2015,5.21,10.705,428523,266288,153.8,0.1252,,,0,,CoRoT,Transit
CoRoT-29 b,CoRoT-29,b,2015,2.85,10.088,403824,250940,270.2,0.2632,,,0,,CoRoT,Transit
CoRoT-3 b,CoRoT-3,b,2008,4.26,11.32,453142,281586,6883.9,4.7913,1422,2592,0,,CoRoT,Transit
CoRoT-30 b,CoRoT-30,b,2020,9.06,11.31,452741,281338,921.7,0.6261,,,0,,CoRoT,Transit
CoRoT-31 b,CoRoT-31,b,2020,4.63,16.365,655094,407082,267,0.0599,,,0,,CoRoT,Transit
CoRoT-4 b,CoRoT-4,b,2008,9.2,13.34,534003,331834,228.8,0.0953,801,1474,0,,CoRoT,Transit
CoRoT-5 b,CoRoT-5,b,2009,4.04,15.558,622789,387007,148.4,0.0394,1165,2129,0,,CoRoT,Transit
CoRoT-6 b,CoRoT-6,b,2009,8.89,13.068,523114,325068,940.7,0.4211,744,1371,0,,CoRoT,Transit
CoRoT-7 b,CoRoT-7,b,2009,0.85,1.681,67291,41815,3.2,1.1996,1483,2701,0,,CoRoT,Transit
CoRoT-7 c,CoRoT-7,c,2009,3.7,2.83,113285,70397,8.4,0.3702,,,0,,CoRoT,Radial Velocity
CoRoT-8 b,CoRoT-8,b,2010,6.21,6.39,255793,158952,69.9,0.2904,597,1107,0,,CoRoT,Transit
CoRoT-9 b,CoRoT-9,b,2009,95.27,11.949,478321,297233,267,0.1561,147,297,0,,CoRoT,Transit
CoRoTID 223977153 b,CoRoTID 223977153,b,2017,6.72,6.389,255753,158927,47.7,0.1996,665,1229,0,132.26,CoRoT,Transit
DE CVn b,DE CVn,b,2018,4098.1,12.4,496374,308452,3823.3,1.9964,,,0,,Multiple Facilities,Eclipse Timing Variations
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,2013,246.36,11.9,476359,296014,9057.8,5.3539,,,0,,Paranal Observatory,Astrometry
DH Tau b,DH Tau,b,2004,,30.264,1211473,752821,3496,0.1258,1927,3501,0,,Subaru Telescope,Imaging
DMPP-1 b,DMPP-1,b,2019,18.57,5.29,211760,131589,24.3,0.1635,604,1119,0,,La Silla Observatory,Radial Velocity
DMPP-1 c,DMPP-1,c,2019,6.58,3.06,122492,76118,9.6,0.3339,966,1771,0,,La Silla Observatory,Radial Velocity
DMPP-1 d,DMPP-1,d,2019,2.88,1.65,66050,41044,3.4,0.7441,1359,2478,0,,La Silla Observatory,Radial Velocity
DMPP-1 e,DMPP-1,e,2019,5.52,1.86,74456,46268,4.1,0.6407,1041,1906,0,,La Silla Observatory,Radial Velocity
DMPP-2 b,DMPP-2,b,2019,5.21,14.3,572431,355714,138.9,0.0474,727,1341,0,,Multiple Facilities,Radial Velocity
DMPP-3 A b,DMPP-3 A,b,2019,6.67,1.41,56443,35074,2.6,0.9183,581,1078,0,,La Silla Observatory,Radial Velocity
DP Leo b,DP Leo,b,2009,10220,12.7,508383,315914,1995.9,0.971,,,0,,Yunnan Astronomical Observatory,Eclipse Timing Variations
DS Tuc A b,DS Tuc A,b,2019,8.14,5.7,228172,141788,413.2,,577,1071,0,54.77,Transiting Exoplanet Survey Satellite (TESS),Transit
EPIC 201238110 b,EPIC 201238110,b,2019,28.17,1.87,74856,46516,4.2,0.6352,,,0,,K2,Transit
EPIC 201497682 b,EPIC 201497682,b,2019,2.13,0.692,27701,17214,0.3,0.7822,,,0,,K2,Transit
EPIC 201615463 c,K2-166,c,2019,3.8,1.22,48837,30348,2,1.0871,,,0,,K2,Transit
EPIC 201754305 d,K2-16,d,2019,2.72,1.03,41231,25621,1.1,0.9855,,,0,,K2,Transit
EPIC 201833600 c,K2-50,c,2019,3.96,1,40030,24875,1,0.9691,,,0,,K2,Transit
EPIC 201841433 b,EPIC 201841433,b,2019,4.17,1.1,44033,27363,1.4,1.0272,,,0,,K2,Transit
EPIC 205950854 c,K2-168,c,2019,8.05,1.31,52440,32586,2.3,1.0073,688,1270,0,,K2,Transit
EPIC 206024342 b,EPIC 206024342,b,2019,4.51,1.7,68051,42288,3.5,0.7169,,,0,,K2,Transit
EPIC 206032309 b,EPIC 206032309,b,2019,2.88,1.01,40430,25124,1,0.9782,,,0,,K2,Transit
EPIC 206042996 b,EPIC 206042996,b,2019,5.3,1.62,64849,40298,3.3,0.7641,,,0,,K2,Transit
EPIC 206215704 b,EPIC 206215704,b,2019,2.25,0.9,36027,22388,0.7,0.9111,,,0,,K2,Transit
EPIC 206317286 b,EPIC 206317286,b,2019,1.58,0.96,38429,23880,0.8,0.9474,,,0,,K2,Transit
EPIC 211822797 b,EPIC 211822797,b,2016,21.17,1.98,79260,49253,4.6,0.588,,,0,3.5,K2,Transit
EPIC 211945201 b,EPIC 211945201,b,2018,19.49,5.76,230574,143281,27,0.118,544,1011,0,,K2,Transit
EPIC 212297394 b,EPIC 212297394,b,2019,2.29,1.323,52960,32910,2.3,0.9946,,,0,,K2,Transit
EPIC 212424622 b,EPIC 212424622,b,2019,18.1,2.17,86865,53979,5.4,0.5227,,,0,,K2,Transit
EPIC 212499991 b,EPIC 212499991,b,2019,34.88,1.6,64048,39800,3.2,0.7768,,,0,,K2,Transit
EPIC 212587672 b,EPIC 212587672,b,2019,15.28,1.12,44834,27860,1.5,1.0363,,,0,,K2,Transit
EPIC 212737443 b,EPIC 212737443,b,2019,13.6,2.586,103518,64327,7.2,0.4156,263,505,0,,K2,Transit
EPIC 212737443 c,EPIC 212737443,c,2019,65.55,2.69,107681,66914,7.7,0.3938,43,109,0,,K2,Transit
EPIC 220554210 c,K2-282,c,2019,0.71,1.48,59245,36815,2.8,0.8584,,,0,,K2,Transit
EPIC 220674823 b,EPIC 220674823,b,2016,0.57,1.82,72855,45273,7.7,1.5426,1846,3355,0,4293,K2,Transit
EPIC 220674823 c,EPIC 220674823,c,2016,13.34,2.73,109282,67909,5.8,0.363,468,874,0,64,K2,Transit
EPIC 246851721 b,EPIC 246851721,b,2018,6.18,11.781,471595,293054,953.5,0.5626,1128,2062,0,642,K2,Transit
EPIC 248847494 b,EPIC 248847494,b,2018,3650,12.442,498055,309496,4131.8,,-90,-130,0,0.19,K2,Transit
EPIC 249893012 b,EPIC 249893012,b,2020,3.6,1.95,78059,48507,8.8,1.1597,1343,2449,0,1037,K2,Transit
EPIC 249893012 c,EPIC 249893012,c,2020,15.62,3.67,146911,91292,14.7,0.294,717,1323,0,160,K2,Transit
EPIC 249893012 d,EPIC 249893012,d,2020,35.75,3.94,157719,98008,10.2,0.1652,479,894,0,53,K2,Transit
FU Tau b,FU Tau,b,2008,,12.2,488368,303477,5085.3,2.7949,2102,3816,0,,Spitzer Space Telescope,Imaging
G 9-40 b,G 9-40,b,2019,5.75,2.025,81061,50372,4.8,0.5717,183,361,0,7.2,K2,Transit
GJ 1061 b,GJ 1061,b,2020,3.2,1.1,44033,27363,1.4,1.0272,,,0,3.8,La Silla Observatory,Radial Velocity
GJ 1061 c,GJ 1061,c,2020,6.69,1.18,47236,29353,1.7,1.0563,,,1,1.4,La Silla Observatory,Radial Velocity
GJ 1061 d,GJ 1061,d,2020,13.03,1.16,46435,28855,1.6,1.0472,,,1,0.6,La Silla Observatory,Radial Velocity
GJ 1132 b,GJ 1132,b,2015,1.63,1.13,45234,28109,1.7,1.1434,256,493,0,,Cerro Tololo Inter-American Observatory,Transit
GJ 1132 c,GJ 1132,c,2018,8.93,1.43,57243,35571,2.6,0.9002,27,81,0,,La Silla Observatory,Radial Velocity
GJ 1148 b,GJ 1148,b,2010,41.38,11.9,476359,296014,96.7,0.0572,,,0,,W. M. Keck Observatory,Radial Velocity
GJ 1148 c,GJ 1148,c,2017,532.58,9.71,388693,241538,68.1,0.0742,,,0,,Calar Alto Observatory,Radial Velocity
GJ 1214 b,GJ 1214,b,2009,1.58,2.847,113966,70819,6.3,0.2704,274,525,0,,MEarth Project,Transit
GJ 1252 b,GJ 1252,b,2020,0.52,1.193,47756,29676,2.1,1.2269,816,1501,0,,Transiting Exoplanet Survey Satellite (TESS),Transit
GJ 1265 b,GJ 1265,b,2018,3.65,2.63,105279,65422,7.4,0.4065,,,0,,Calar Alto Observatory,Radial Velocity
GJ 143 b,GJ 143,b,2019,35.61,2.61,104479,64924,22.7,1.2704,149,300,0,3.86,Transiting Exoplanet Survey Satellite (TESS),Transit
GJ 15 A b,GJ 15 A,b,2014,11.44,1.55,62047,38556,3,0.8113,277,531,0,,W. M. Keck Observatory,Radial Velocity
GJ 15 A c,GJ 15 A,c,2018,7600,6.67,267001,165917,36,0.1211,,,0,,Roque de los Muchachos Observatory,Radial Velocity
GJ 160.2 b,GJ 160.2,b,2014,5.24,3.17,126896,78854,10.2,0.3194,,,0,,Multiple Observatories,Radial Velocity
GJ 163 b,GJ 163,b,2013,8.63,3.25,130098,80844,10.6,0.3085,,,0,,La Silla Observatory,Radial Velocity
GJ 163 c,GJ 163,c,2013,25.63,2.5,100075,62188,6.8,0.4338,,,2,,La Silla Observatory,Radial Velocity
GJ 163 d,GJ 163,d,2013,603.95,5.92,236979,147261,29.4,0.1414,,,0,,La Silla Observatory,Radial Velocity
GJ 179 b,GJ 179,b,2009,2288,13.9,556419,345764,260.6,0.0967,,,0,,W. M. Keck Observatory,Radial Velocity
GJ 180 b,GJ 180,b,2014,17.13,2.43,97273,60447,6.5,0.4519,,,0,,Multiple Observatories,Radial Velocity
GJ 180 c,GJ 180,c,2014,24.33,2.41,96473,59949,6.4,0.4555,,,2,,Multiple Observatories,Radial Velocity
GJ 180 d,GJ 180,d,2020,106.3,2.66,106480,66168,7.6,0.4011,,,0,,Multiple Facilities,Radial Velocity
GJ 2056 b,GJ 2056,b,2020,69.97,4.17,166926,103729,16.2,0.2232,,,0,,Multiple Observatories,Radial Velocity
GJ 229 A c,GJ 229,c,2020,122,2.6,104078,64675,7.3,0.412,,,2,,Multiple Facilities,Radial Velocity
GJ 229 b,GJ 229,b,2014,526.12,2.85,114086,70894,8.5,0.3648,,,0,,Multiple Observatories,Radial Velocity
GJ 27.1 b,GJ 27.1,b,2014,15.82,3.66,146510,91043,13,0.265,,,0,,Multiple Observatories,Radial Velocity
GJ 273 b,GJ 273,b,2017,18.65,1.51,60446,37561,2.9,0.8367,,,1,1.06,La Silla Observatory,Radial Velocity
GJ 273 c,GJ 273,c,2017,4.72,1.06,42432,26368,1.2,0.9873,,,0,6.66,La Silla Observatory,Radial Velocity
GJ 3021 b,GJ 3021,b,2000,133.71,13.1,524395,325864,1071,0.4755,77,171,0,,La Silla Observatory,Radial Velocity
GJ 3082 b,GJ 3082,b,2020,11.95,2.79,111684,69402,8.2,0.3757,,,0,,Multiple Facilities,Radial Velocity
GJ 3138 b,GJ 3138,b,2017,1.22,1.18,47236,29353,1.8,1.0799,,,0,118.1,La Silla Observatory,Radial Velocity
GJ 3138 c,GJ 3138,c,2017,5.97,1.88,75257,46765,4.2,0.6279,,,0,13.9,La Silla Observatory,Radial Velocity
GJ 3138 d,GJ 3138,d,2017,257.8,3.23,129297,80347,10.5,0.3103,,,0,0.1,La Silla Observatory,Radial Velocity
GJ 317 b,GJ 317,b,2007,695.66,13.3,532401,330839,794.5,0.3376,,,0,,W. M. Keck Observatory,Radial Velocity
GJ 317 c,GJ 317,c,2018,6739.32,13.5,540407,335814,522.5,0.2123,,,0,,W. M. Keck Observatory,Radial Velocity
GJ 328 b,GJ 328,b,2013,4100,13.3,532401,330839,731,0.3103,,,0,,McDonald Observatory,Radial Velocity
GJ 3293 b,GJ 3293,b,2015,30.6,5.19,207757,129102,23.5,0.1679,,,0,1.07,La Silla Observatory,Radial Velocity
GJ 3293 c,GJ 3293,c,2015,122.62,4.87,194947,121142,21.1,0.1815,,,0,0.17,La Silla Observatory,Radial Velocity
GJ 3293 d,GJ 3293,d,2017,48.13,2.67,106881,66417,7.6,0.3975,,,2,0.59,La Silla Observatory,Radial Velocity
GJ 3293 e,GJ 3293,e,2017,13.25,1.63,65249,40546,3.3,0.755,,,0,3.34,La Silla Observatory,Radial Velocity
GJ 3323 b,GJ 3323,b,2017,5.36,1.23,49237,30596,2,1.0817,,,0,2.58,La Silla Observatory,Radial Velocity
GJ 3323 c,GJ 3323,c,2017,40.54,1.32,52840,32835,2.3,1.0018,,,0,0.17,La Silla Observatory,Radial Velocity
GJ 3341 b,GJ 3341,b,2015,14.21,2.46,98474,61193,6.6,0.4428,,,0,,La Silla Observatory,Radial Velocity
GJ 338 B b,GJ 338 B,b,2020,24.45,3.19,127696,79352,10.3,0.3158,118,244,0,,Calar Alto Observatory,Radial Velocity
GJ 3470 b,GJ 3470,b,2012,3.34,4.57,182938,113679,13.9,0.1452,321,610,0,,La Silla Observatory,Radial Velocity
GJ 3512 b,GJ 3512,b,2019,203.59,14.3,572431,355714,147.2,0.0503,,,0,,Calar Alto Observatory,Radial Velocity
GJ 357 b,GJ 357,b,2019,3.93,1.217,48717,30273,1.8,1.0163,252,486,0,12.6,Transiting Exoplanet Survey Satellite (TESS),Transit
GJ 357 c,GJ 357,c,2019,9.12,1.66,66450,41293,3.4,0.7405,128,262,0,4.45,Multiple Observatories,Radial Velocity
GJ 357 d,GJ 357,d,2019,55.66,2.34,93671,58208,6.1,0.4755,-53,-63,2,0.38,Multiple Observatories,Radial Velocity
GJ 3634 b,GJ 3634,b,2010,2.65,2.83,113285,70397,8.4,0.3702,,,0,,La Silla Observatory,Radial Velocity
GJ 3779 b,GJ 3779,b,2018,3.02,2.75,110083,68407,8,0.3829,,,0,,Calar Alto Observatory,Radial Velocity
GJ 3942 b,GJ 3942,b,2017,6.9,2.57,102878,63929,7.1,0.4192,317,603,0,,Roque de los Muchachos Observatory,Radial Velocity
GJ 3998 b,GJ 3998,b,2016,2.65,1.38,55242,34328,2.5,0.9365,,,0,,Roque de los Muchachos Observatory,Radial Velocity
GJ 3998 c,GJ 3998,c,2016,13.74,2.38,95272,59203,6.3,0.4628,,,0,,Roque de los Muchachos Observatory,Radial Velocity
GJ 411 b,GJ 411,b,2019,12.95,1.54,61646,38308,3,0.8167,77,171,0,,Haute-Provence Observatory,Radial Velocity
GJ 422 b,GJ 422,b,2014,20.13,3.33,133300,82834,11.1,0.2995,,,0,,Multiple Observatories,Radial Velocity
GJ 4276 b,GJ 4276,b,2019,13.35,4.22,168927,104973,16.6,0.2196,,,0,,Calar Alto Observatory,Radial Velocity
GJ 433 b,GJ 433,b,2011,7.37,2.33,93270,57959,6,0.4773,,,0,,La Silla Observatory,Radial Velocity
GJ 433 c,GJ 433,c,2014,5094.1,6.27,250989,155967,32.4,0.1312,,,0,,Multiple Observatories,Radial Velocity
GJ 433 d,GJ 433,d,2020,36.06,2.14,85665,53233,5.2,0.5318,,,0,,Multiple Facilities,Radial Velocity
GJ 436 b,GJ 436,b,2004,2.64,4.17,166926,103729,22.1,0.3267,413,775,0,,W. M. Keck Observatory,Radial Velocity
GJ 480 b,GJ 480,b,2020,9.57,3.69,147711,91789,13.2,0.2613,,,0,,Multiple Observatories,Radial Velocity
GJ 504 b,GJ 504,b,2013,,13,520392,323377,1271.3,0.5771,237,459,0,,Subaru Telescope,Imaging
GJ 536 b,GJ 536,b,2016,8.71,2.17,86865,53979,5.4,0.5227,,,0,,La Silla Observatory,Radial Velocity
GJ 581 b,GJ 581,b,2005,5.37,4.11,164524,102237,15.8,0.2269,,,0,,La Silla Observatory,Radial Velocity
GJ 581 c,GJ 581,c,2007,12.91,2.21,88467,54974,5.5,0.5082,,,0,,La Silla Observatory,Radial Velocity
GJ 581 e,GJ 581,e,2009,3.15,1.17,46835,29104,1.7,1.0581,,,0,,La Silla Observatory,Radial Velocity
GJ 625 b,GJ 625,b,2017,14.63,1.49,59645,37064,2.8,0.8494,,,0,,Multiple Observatories,Radial Velocity
GJ 649 b,GJ 649,b,2009,598.3,12.5,500377,310939,104.2,0.0532,,,0,,W. M. Keck Observatory,Radial Velocity
GJ 667 C b,GJ 667 C,b,2011,7.2,2.23,89267,55472,5.6,0.5027,,,0,,La Silla Observatory,Radial Velocity
GJ 667 C c,GJ 667 C,c,2011,28.14,1.77,70853,44029,3.8,0.6842,,,1,,La Silla Observatory,Radial Velocity
GJ 667 C e,GJ 667 C,e,2013,62.24,1.45,58044,36069,2.7,0.8838,,,1,,La Silla Observatory,Radial Velocity
GJ 667 C f,GJ 667 C,f,2013,39.03,1.45,58044,36069,2.7,0.8838,,,1,,La Silla Observatory,Radial Velocity
GJ 667 C g,GJ 667 C,g,2013,256.2,1.99,79660,49502,4.6,0.5826,,,0,,La Silla Observatory,Radial Velocity
GJ 674 b,GJ 674,b,2007,4.69,3.33,133300,82834,11.1,0.2995,,,0,,La Silla Observatory,Radial Velocity
GJ 676 A b,GJ 676 A,b,2010,1056.8,12.7,508383,315914,2129.5,1.0363,,,0,,La Silla Observatory,Radial Velocity
GJ 676 A c,GJ 676 A,c,2016,7337,12.7,508383,315914,2161.2,1.0526,,,0,,Paranal Observatory,Radial Velocity
GJ 676 A d,GJ 676 A,d,2012,3.6,1.93,77258,48009,4.4,0.6098,,,0,,La Silla Observatory,Radial Velocity
GJ 676 A e,GJ 676 A,e,2012,35.39,2.77,110884,68904,8.1,0.3793,,,0,,La Silla Observatory,Radial Velocity
GJ 682 b,GJ 682,b,2014,17.48,1.93,77258,48009,4.4,0.6098,,,1,,Multiple Observatories,Radial Velocity
GJ 682 c,GJ 682,c,2014,57.32,2.89,115687,71889,8.7,0.3593,,,0,,Multiple Observatories,Radial Velocity
GJ 685 b,GJ 685,b,2019,24.16,2.95,118089,73382,9,0.3503,,,0,,Qatar,Radial Velocity
