name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,habzone,temp_c,temp_f,temp_class,type,disc_facility,disc_method,star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
CoRoT-25 b,CoRoT-25,b,2013,4.86,12.11,"484,765","301,238",85.8,0.0272,,0.0,0.0,1057.0,1935.0,Hot,Jovian,CoRoT,Transit,CoRoT-25,F9,6040,1.19,1.09,0.231,4.31,4.5,,4.941121,37.73014,1103.48,1,1,0
CoRoT-26 b,CoRoT-26,b,2013,4.2,14.12,"565,226","351,237",165.3,0.0508,,0.0,0.0,1327.0,2421.0,Hot,Jovian,CoRoT,Transit,CoRoT-26,G5,5590,1.79,1.09,0.451,3.99,8.6,,5.925996,37.74457,1045.18,1,1,0
CoRoT-27 b,CoRoT-27,b,2014,3.58,11.287,"451,821","280,766",3302.1,2.2868,,0.0,0.0,1227.0,2241.0,Hot,Jovian,CoRoT,Transit,CoRoT-27,G2,5900,1.08,1.05,0.106,4.4,4.21,1.24,6.396508,35.89459,1010.28,1,1,0
CoRoT-28 b,CoRoT-28,b,2015,5.21,10.705,"428,523","266,288",153.8,0.1252,,0.0,0.0,,,Hot,Jovian,CoRoT,Transit,CoRoT-28,G8/9 IV,5150,1.78,1.01,0.303,3.6,12,0.27,6.241298,36.01308,766.183,1,1,0
CoRoT-29 b,CoRoT-29,b,2015,2.85,10.088,"403,824","250,940",270.2,0.2632,,0.0,0.0,,,Hot,Jovian,CoRoT,Transit,CoRoT-29,K0 V,5260,0.9,0.97,-0.094,4.3,4.5,1.825,6.458735,36.92342,806.507,1,1,0
CoRoT-3 b,CoRoT-3,b,2008,4.26,11.32,"453,142","281,586",6883.9,4.7913,,0.0,0.0,1422.0,2592.0,Hot,Jovian,CoRoT,Transit,CoRoT-3,F3 V,6740,1.56,1.37,0.656,4.22,2.2,0.431,-8.120639,37.26301,768.771,1,1,0
CoRoT-30 b,CoRoT-30,b,2020,9.06,11.31,"452,741","281,338",921.7,0.6261,,0.0,,,,,,CoRoT,Transit,CoRoT-30,G3 V,5650,0.91,0.98,-0.118,4.4,3,,7.773544,36.66097,1032.23,1,1,0
CoRoT-31 b,CoRoT-31,b,2020,4.63,16.365,"655,094","407,082",267.0,0.0599,,0.0,,,,,,CoRoT,Transit,CoRoT-31,G2 IV,5700,2.15,1.25,0.644,3.85,4.7,,-9.16321,213.2249,2005.76,1,1,0
CoRoT-4 b,CoRoT-4,b,2008,9.2,13.34,"534,003","331,834",228.8,0.0953,,0.0,0.0,801.0,1474.0,Hot,Jovian,CoRoT,Transit,CoRoT-4,,6190,1.17,1.16,0.258,4.41,1,1.11,-0.8984463,213.2276,726.412,1,1,0
CoRoT-5 b,CoRoT-5,b,2009,4.04,15.558,"622,789","387,007",148.4,0.0394,,0.0,0.0,1165.0,2129.0,Hot,Jovian,CoRoT,Transit,CoRoT-5,F9 V,6100,1.19,1,0.18,4.19,6.9,1.01,-1.036167,211.4847,882.472,1,1,0
CoRoT-6 b,CoRoT-6,b,2009,8.89,13.068,"523,114","325,068",940.7,0.4211,,0.0,0.0,744.0,1371.0,Hot,Jovian,CoRoT,Transit,CoRoT-6,F9 V,6090,1.02,1.05,0.115,4.43,2.5,1.31,4.61582,38.06303,645.294,1,1,0
CoRoT-7 b,CoRoT-7,b,2009,0.85,1.681,"67,291","41,815",3.2,1.1996,,0.0,0.0,1483.0,2701.0,Hot,Superterran,CoRoT,Transit,CoRoT-7,G9 V,5275,0.83,0.82,-0.289,4.5,1.75,2,-2.178573,213.0104,159.906,1,2,0
CoRoT-7 c,CoRoT-7,c,2009,3.7,2.83,"113,285","70,397",8.4,0.3702,,0.0,0.0,,,Hot,Superterran,CoRoT,Radial Velocity,CoRoT-7,G9 V,5275,0.83,0.82,-0.289,4.5,1.75,2,-2.178573,213.0104,159.906,1,2,0
CoRoT-8 b,CoRoT-8,b,2010,6.21,6.39,"255,793","158,952",69.9,0.2904,,0.0,0.0,597.0,1107.0,Hot,Jovian,CoRoT,Transit,CoRoT-8,K1 V,5080,0.77,0.88,-0.4,4.58,3,2.7,-7.104142,38.21296,322.037,1,1,0
CoRoT-9 b,CoRoT-9,b,2009,95.27,11.949,"478,321","297,233",267.0,0.1561,,0.0,0.0,147.0,297.0,Hot,Jovian,CoRoT,Transit,CoRoT-9,G3 V,5625,0.96,0.96,-0.08,4.54,6,1.51,4.662142,37.52343,412.98,2,1,0
CoRoTID 223977153 b,CoRoTID 223977153,b,2017,6.72,6.389,"255,753","158,927",47.7,0.1996,132.26,0.0,0.0,665.0,1229.0,Hot,Jovian,CoRoT,Transit,CoRoTID 223977153,G0 VI,5970,0.79,1.08,-0.155,4.67,,,1.86374,203.4824,576.683,1,1,0
DE CVn b,DE CVn,b,2018,4098.1,12.4,"496,374","308,452",3823.3,1.9964,,0.0,0.0,,,,Jovian,Multiple Facilities,Eclipse Timing Variations,DE CVn,,,,0.51,,,,,70.27699,104.2862,30.5225,2,1,0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,2013,246.36,11.9,"476,359","296,014",9057.8,5.3539,,0.0,0.0,,,,Jovian,Paranal Observatory,Astrometry,DENIS-P J082303.1-491201,L1.5,,,0.07,,,1,,-6.826685,265.6164,,1,1,0
DH Tau b,DH Tau,b,2004,,30.264,"1,211,473","752,821",3496.0,0.1258,,0.0,0.0,1927.0,3501.0,,Jovian,Subaru Telescope,Imaging,DH Tau,M0.5,4371,0.27,0.33,-0.212,4,0.001,0.37705,-14.93884,171.8995,134.846,1,1,0
DMPP-1 b,DMPP-1,b,2019,18.57,5.29,"211,760","131,589",24.3,0.1635,,0.0,,604.0,1119.0,,,La Silla Observatory,Radial Velocity,DMPP-1,F8 V,6196,1.26,1.21,0.324,4.41,2.01,,-19.05298,215.3585,62.5388,1,4,0
DMPP-1 c,DMPP-1,c,2019,6.58,3.06,"122,492","76,118",9.6,0.3339,,0.0,,966.0,1771.0,,,La Silla Observatory,Radial Velocity,DMPP-1,F8 V,6196,1.26,1.21,0.324,4.41,2.01,,-19.05298,215.3585,62.5388,1,4,0
DMPP-1 d,DMPP-1,d,2019,2.88,1.65,"66,050","41,044",3.4,0.7441,,0.0,,1359.0,2478.0,,,La Silla Observatory,Radial Velocity,DMPP-1,F8 V,6196,1.26,1.21,0.324,4.41,2.01,,-19.05298,215.3585,62.5388,1,4,0
DMPP-1 e,DMPP-1,e,2019,5.52,1.86,"74,456","46,268",4.1,0.6407,,0.0,,1041.0,1906.0,,,La Silla Observatory,Radial Velocity,DMPP-1,F8 V,6196,1.26,1.21,0.324,4.41,2.01,,-19.05298,215.3585,62.5388,1,4,0
DMPP-2 b,DMPP-2,b,2019,5.21,14.3,"572,431","355,714",138.9,0.0474,,0.0,,727.0,1341.0,,,Multiple Facilities,Radial Velocity,DMPP-2,F5 V,6500,1.78,1.44,0.104,4.1,2,,-75.53408,246.9225,137.94,1,1,0
DMPP-3 A b,DMPP-3 A,b,2019,6.67,1.41,"56,443","35,074",2.6,0.9183,,0.0,,581.0,1078.0,,,La Silla Observatory,Radial Velocity,DMPP-3 A,K0 V,5138,0.91,0.87,-0.283,4.3,10.9,,-29.1444896,283.2096919,,2,1,0
DP Leo b,DP Leo,b,2009,10220.0,12.7,"508,383","315,914",1995.9,0.971,,0.0,0.0,,,Cold,Jovian,Yunnan Astronomical Observatory,Eclipse Timing Variations,DP Leo,,,,0.69,,,,,66.45645,230.8965,305.684,2,1,0
DS Tuc A b,DS Tuc A,b,2019,8.14,5.7,"228,172","141,788",413.2,,54.77,0.0,0.0,577.0,1071.0,Hot,Neptunian,Transiting Exoplanet Survey Satellite (TESS),Transit,DS Tuc A,G6 V,5428,0.96,1.01,-0.14,4.6,0.045,2.4,-46.63369,312.1021,44.0622,2,1,0
EPIC 201238110 b,EPIC 201238110,b,2019,28.17,1.87,"74,856","46,516",4.2,0.6352,,0.0,0.0,,,,Superterran,K2,Transit,EPIC 201238110,,,0.37,0.41,,,,,56.94671,278.3186,159.259,1,1,0
EPIC 201497682 b,EPIC 201497682,b,2019,2.13,0.692,"27,701","17,214",0.3,0.7822,,0.0,0.0,,,,Subterran,K2,Transit,EPIC 201497682,,,0.55,0.78,,,,,54.824,258.1937,253.026,1,1,0
EPIC 201615463 c,K2-166,c,2019,3.8,1.22,"48,837","30,348",2.0,1.0871,,0.0,0.0,,,,Terran,K2,Transit,K2-166,,,,1.07,,,,,64.09021,285.1586,476.882,1,2,0
EPIC 201754305 d,K2-16,d,2019,2.72,1.03,"41,231","25,621",1.1,0.9855,,0.0,0.0,,,,Terran,K2,Transit,K2-16,,,,0.67,-0.702,,,,61.77707,262.9119,334.967,1,3,0
EPIC 201833600 c,K2-50,c,2019,3.96,1.0,"40,030","24,875",1.0,0.9691,,0.0,0.0,,,,Terran,K2,Transit,K2-50,,,0.63,0.61,-1.03,,,,59.32253,252.2711,257.443,1,2,0
EPIC 201841433 b,EPIC 201841433,b,2019,4.17,1.1,"44,033","27,363",1.4,1.0272,,0.0,0.0,,,,Terran,K2,Transit,EPIC 201841433,,,0.63,0.8,,,,,63.11982,261.1059,436.488,1,1,0
EPIC 205950854 c,K2-168,c,2019,8.05,1.31,"52,440","32,586",2.3,1.0073,,0.0,0.0,688.0,1270.0,Hot,Terran,K2,Transit,K2-168,,5502.7,0.83,0.88,-0.244,,,,-51.71317,40.91085,243.935,1,2,0
EPIC 206024342 b,EPIC 206024342,b,2019,4.51,1.7,"68,051","42,288",3.5,0.7169,,0.0,0.0,,,,Superterran,K2,Transit,EPIC 206024342,,,0.82,0.93,,,,,-49.18712,42.94389,369.888,1,1,0
EPIC 206032309 b,EPIC 206032309,b,2019,2.88,1.01,"40,430","25,124",1.0,0.9782,,0.0,0.0,,,,Terran,K2,Transit,EPIC 206032309,,,,0.22,,,,,-57.69609,50.70299,161.365,1,1,0
EPIC 206042996 b,EPIC 206042996,b,2019,5.3,1.62,"64,849","40,298",3.3,0.7641,,0.0,0.0,,,,Superterran,K2,Transit,EPIC 206042996,,,0.67,0.56,,,,,-54.37582,48.06543,451.769,1,1,0
EPIC 206215704 b,EPIC 206215704,b,2019,2.25,0.9,"36,027","22,388",0.7,0.9111,,0.0,0.0,,,,Terran,K2,Transit,EPIC 206215704,,,0.37,0.41,,,,,-50.2849,51.97482,109.888,1,1,0
EPIC 206317286 b,EPIC 206317286,b,2019,1.58,0.96,"38,429","23,880",0.8,0.9474,,0.0,0.0,,,,Terran,K2,Transit,EPIC 206317286,,,0.67,0.71,,,,,-51.54455,56.17007,314.35,1,1,0
EPIC 211822797 b,EPIC 211822797,b,2016,21.17,1.98,"79,260","49,253",4.6,0.588,3.5,0.0,0.0,,,Hot,Superterran,K2,Transit,EPIC 211822797,,4148.21,0.57,0.66,-1.153,4.65,0.79,3.87972,32.03755,208.283,186.197,1,1,0
EPIC 211945201 b,EPIC 211945201,b,2018,19.49,5.76,"230,574","143,281",27.0,0.118,,0.0,0.0,544.0,1011.0,Hot,Neptunian,K2,Transit,EPIC 211945201,G0,6069,1.39,1.17,0.373,4.22,3.99,2.253,38.12763,208.7818,181.69,1,1,0
EPIC 212297394 b,EPIC 212297394,b,2019,2.29,1.323,"52,960","32,910",2.3,0.9946,,0.0,0.0,,,,Terran,K2,Transit,EPIC 212297394,,,0.75,0.83,,,,,43.1473,321.8193,418.395,1,1,0
EPIC 212424622 b,EPIC 212424622,b,2019,18.1,2.17,"86,865","53,979",5.4,0.5227,,0.0,0.0,,,,Superterran,K2,Transit,EPIC 212424622,,,1.22,1.11,,,,,47.50558,316.5826,611.804,1,1,0
EPIC 212499991 b,EPIC 212499991,b,2019,34.88,1.6,"64,048","39,800",3.2,0.7768,,0.0,0.0,,,,Superterran,K2,Transit,EPIC 212499991,,,,0.91,,,,,49.05582,317.3487,283.29,1,1,0
EPIC 212587672 b,EPIC 212587672,b,2019,15.28,1.12,"44,834","27,860",1.5,1.0363,,0.0,0.0,,,,Terran,K2,Transit,EPIC 212587672,,,0.98,0.95,,,,,50.09512,322.4171,320.07,1,1,0
EPIC 212737443 b,EPIC 212737443,b,2019,13.6,2.586,"103,518","64,327",7.2,0.4156,,0.0,0.0,263.0,505.0,Hot,Neptunian,K2,Transit,EPIC 212737443,K3,4684,0.67,0.69,-0.706,4.62,,3.19,53.83832,322.2711,336.25,1,2,0
EPIC 212737443 c,EPIC 212737443,c,2019,65.55,2.69,"107,681","66,914",7.7,0.3938,,0.0,0.0,43.0,109.0,Hot,Neptunian,K2,Transit,EPIC 212737443,K3,4684,0.67,0.69,-0.706,4.62,,3.19,53.83832,322.2711,336.25,1,2,0
EPIC 220554210 c,K2-282,c,2019,0.71,1.48,"59,245","36,815",2.8,0.8584,,0.0,0.0,,,,Terran,K2,Transit,K2-282,,,1.01,0.94,-0.13,,,,-54.87205,123.9173,496.289,1,2,0
EPIC 220674823 b,EPIC 220674823,b,2016,0.57,1.82,"72,855","45,273",7.7,1.5426,4293,0.0,0.0,1846.0,3355.0,Hot,Superterran,K2,Transit,EPIC 220674823,G5 V,5617,0.98,0.97,-0.119,4.45,5,1.35,-52.07645,123.284,244.59,1,2,0
EPIC 220674823 c,EPIC 220674823,c,2016,13.34,2.73,"109,282","67,909",5.8,0.363,64,0.0,0.0,468.0,874.0,Hot,Neptunian,K2,Transit,EPIC 220674823,G5 V,5617,0.98,0.97,-0.119,4.45,5,1.35,-52.07645,123.284,244.59,1,2,0
EPIC 246851721 b,EPIC 246851721,b,2018,6.18,11.781,"471,595","293,054",953.5,0.5626,642,0.0,0.0,1128.0,2062.0,Hot,Jovian,K2,Transit,EPIC 246851721,F5 V,6202,1.59,1.32,0.526,4.16,3.02,0.465,-12.64086,186.9753,372.632,2,1,0
EPIC 248847494 b,EPIC 248847494,b,2018,3650.0,12.442,"498,055","309,496",4131.8,,0.19,0.0,0.0,-90.0,-130.0,Cold,Jovian,K2,Transit,EPIC 248847494,,4898,2.7,0.9,0.578,3.52,,0.064,55.10292,232.2887,551.886,1,1,0
EPIC 249893012 b,EPIC 249893012,b,2020,3.6,1.95,"78,059","48,507",8.8,1.1597,1037,0.0,,1343.0,2449.0,,,K2,Transit,EPIC 249893012,G8 IV/V,5430,1.71,1.05,0.36,3.99,9,0.298,34.30831,345.1105,321.296,1,3,0
EPIC 249893012 c,EPIC 249893012,c,2020,15.62,3.67,"146,911","91,292",14.7,0.294,160,0.0,,717.0,1323.0,,,K2,Transit,EPIC 249893012,G8 IV/V,5430,1.71,1.05,0.36,3.99,9,0.298,34.30831,345.1105,321.296,1,3,0
EPIC 249893012 d,EPIC 249893012,d,2020,35.75,3.94,"157,719","98,008",10.2,0.1652,53,0.0,,479.0,894.0,,,K2,Transit,EPIC 249893012,G8 IV/V,5430,1.71,1.05,0.36,3.99,9,0.298,34.30831,345.1105,321.296,1,3,0
FU Tau b,FU Tau,b,2008,,12.2,"488,368","303,477",5085.3,2.7949,,0.0,0.0,2102.0,3816.0,,Jovian,Spitzer Space Telescope,Imaging,FU Tau,M7.25,2838,,0.05,-0.699,,0.001,,-16.9613,172.1141,,1,1,0
G 9-40 b,G 9-40,b,2019,5.75,2.025,"81,061","50,372",4.8,0.5717,7.2,0.0,,183.0,361.0,,,K2,Transit,G 9-40,M2.5 V,3348,0.31,0.29,-1.971,4.93,9.9,14.11,37.03536,206.0632,27.9276,1,1,0
GJ 1061 b,GJ 1061,b,2020,3.2,1.1,"44,033","27,363",1.4,1.0272,3.8,0.0,0.0,,,Hot,Terran,La Silla Observatory,Radial Velocity,GJ 1061,M5.5 V,2953,0.16,0.12,-2.77,,7,,-52.90489,251.8698,3.67278,1,3,0
GJ 1061 c,GJ 1061,c,2020,6.69,1.18,"47,236","29,353",1.7,1.0563,1.4,1.0,1.0,,,Warm,Terran,La Silla Observatory,Radial Velocity,GJ 1061,M5.5 V,2953,0.16,0.12,-2.77,,7,,-52.90489,251.8698,3.67278,1,3,0
GJ 1061 d,GJ 1061,d,2020,13.03,1.16,"46,435","28,855",1.6,1.0472,0.6,1.0,2.0,,,Warm,Terran,La Silla Observatory,Radial Velocity,GJ 1061,M5.5 V,2953,0.16,0.12,-2.77,,7,,-52.90489,251.8698,3.67278,1,3,0
GJ 1132 b,GJ 1132,b,2015,1.63,1.13,"45,234","28,109",1.7,1.1434,,0.0,0.0,256.0,493.0,Hot,Terran,Cerro Tololo Inter-American Observatory,Transit,GJ 1132,M4.5 V,3270,0.21,0.18,-2.359,4.88,5,15.4,7.76021,277.2594,12.613,1,2,0
GJ 1132 c,GJ 1132,c,2018,8.93,1.43,"57,243","35,571",2.6,0.9002,,0.0,0.0,27.0,81.0,Hot,Terran,La Silla Observatory,Radial Velocity,GJ 1132,M4.5 V,3270,0.21,0.18,-2.359,4.88,5,15.4,7.76021,277.2594,12.613,1,2,0
GJ 1148 b,GJ 1148,b,2010,41.38,11.9,"476,359","296,014",96.7,0.0572,,0.0,2.0,,,Warm,Jovian,W. M. Keck Observatory,Radial Velocity,GJ 1148,,3287,0.36,0.34,-1.869,4.87,,10.52554,68.91794,160.6125,11.0143,1,2,0
GJ 1148 c,GJ 1148,c,2017,532.58,9.71,"388,693","241,538",68.1,0.0742,,0.0,0.0,,,Cold,Jovian,Calar Alto Observatory,Radial Velocity,GJ 1148,,3287,0.36,0.34,-1.869,4.87,,10.52554,68.91794,160.6125,11.0143,1,2,0
GJ 1214 b,GJ 1214,b,2009,1.58,2.847,"113,966","70,819",6.3,0.2704,,0.0,0.0,274.0,525.0,Hot,Neptunian,MEarth Project,Transit,GJ 1214,,3026,0.22,0.15,-2.312,4.94,3,26.20204,23.61075,26.16403,14.6427,1,1,0
GJ 1252 b,GJ 1252,b,2020,0.52,1.193,"47,756","29,676",2.1,1.2269,,0.0,,816.0,1501.0,,,Transiting Exoplanet Survey Satellite (TESS),Transit,GJ 1252,M3,3458,0.39,0.38,-1.708,4.89,,,-35.49193,341.2239,20.373,1,1,0
GJ 1265 b,GJ 1265,b,2018,3.65,2.63,"105,279","65,422",7.4,0.4065,,0.0,0.0,,,Hot,Superterran,Calar Alto Observatory,Radial Velocity,GJ 1265,M4.5 V,3236,0.19,0.18,-2.439,5.09,,,-52.50964,39.07945,10.2525,1,1,0
GJ 143 b,GJ 143,b,2019,35.61,2.61,"104,479","64,924",22.7,1.2704,3.86,0.0,0.0,149.0,300.0,Hot,Neptunian,Transiting Exoplanet Survey Satellite (TESS),Transit,GJ 143,K4.5,4640,0.69,0.73,-0.686,4.61,3.8,3.03,-45.82265,279.2304,16.32,1,2,0
GJ 15 A b,GJ 15 A,b,2014,11.44,1.55,"62,047","38,556",3.0,0.8113,,0.0,,277.0,531.0,,,W. M. Keck Observatory,Radial Velocity,GJ 15 A,M1,3607,0.38,0.38,-1.655,4.87,,,-18.44695,116.6769,3.56228,2,2,0
GJ 15 A c,GJ 15 A,c,2018,7600.0,6.67,"267,001","165,917",36.0,0.1211,,0.0,,,,,,Roque de los Muchachos Observatory,Radial Velocity,GJ 15 A,M1,3607,0.38,0.38,-1.655,4.87,,,-18.44695,116.6769,3.56228,2,2,0
GJ 160.2 b,GJ 160.2,b,2014,5.24,3.17,"126,896","78,854",10.2,0.3194,,0.0,,,,,,Multiple Observatories,Radial Velocity,GJ 160.2,M0 V,4347,,0.69,-0.796,,,,-45.25933,215.868,25.8557,1,1,0
GJ 163 b,GJ 163,b,2013,8.63,3.25,"130,098","80,844",10.6,0.3085,,0.0,0.0,,,Hot,Neptunian,La Silla Observatory,Radial Velocity,GJ 163,,,,,,,,,-45.32366,262.7818,15.1285,1,3,0
GJ 163 c,GJ 163,c,2013,25.63,2.5,"100,075","62,188",6.8,0.4338,,2.0,1.0,,,Warm,Superterran,La Silla Observatory,Radial Velocity,GJ 163,,,,,,,,,-45.32366,262.7818,15.1285,1,3,0
GJ 163 d,GJ 163,d,2013,603.95,5.92,"236,979","147,261",29.4,0.1414,,0.0,0.0,,,Cold,Neptunian,La Silla Observatory,Radial Velocity,GJ 163,,,,,,,,,-45.32366,262.7818,15.1285,1,3,0
GJ 179 b,GJ 179,b,2009,2288.0,13.9,"556,419","345,764",260.6,0.0967,,0.0,0.0,,,Cold,Jovian,W. M. Keck Observatory,Radial Velocity,GJ 179,M3.5 V,3370,0.38,0.36,-1.796,4.83,,,-22.86253,192.2258,12.356,1,1,0
GJ 180 b,GJ 180,b,2014,17.13,2.43,"97,273","60,447",6.5,0.4519,,0.0,,,,,,Multiple Observatories,Radial Velocity,GJ 180,M2 V,3371,,0.43,-1.886,,,,-33.7281,216.9657,11.9407,1,3,0
GJ 180 c,GJ 180,c,2014,24.33,2.41,"96,473","59,949",6.4,0.4555,,2.0,,,,,,Multiple Observatories,Radial Velocity,GJ 180,M2 V,3371,,0.43,-1.886,,,,-33.7281,216.9657,11.9407,1,3,0
GJ 180 d,GJ 180,d,2020,106.3,2.66,"106,480","66,168",7.6,0.4011,,0.0,,,,,,Multiple Facilities,Radial Velocity,GJ 180,M2 V,3371,,0.43,-1.886,,,,-33.7281,216.9657,11.9407,1,3,0
GJ 2056 b,GJ 2056,b,2020,69.97,4.17,"166,926","103,729",16.2,0.2232,,0.0,,,,,,Multiple Observatories,Radial Velocity,GJ 2056,,,,0.62,,,,,-6.852467,237.4369,28.4434,1,1,0
GJ 229 A c,GJ 229,c,2020,122.0,2.6,"104,078","64,675",7.3,0.412,,2.0,,,,,,Multiple Facilities,Radial Velocity,GJ 229,,,,0.58,,,,,-18.43918,228.6123,5.75624,2,2,0
GJ 229 b,GJ 229,b,2014,526.12,2.85,"114,086","70,894",8.5,0.3648,,0.0,,,,,,Multiple Observatories,Radial Velocity,GJ 229,,,,0.58,,,,,-18.43918,228.6123,5.75624,2,2,0
GJ 27.1 b,GJ 27.1,b,2014,15.82,3.66,"146,510","91,043",13.0,0.265,,0.0,,,,,,Multiple Observatories,Radial Velocity,GJ 27.1,M0.5 V,3542,,0.53,-1.585,,,,-72.72074,309.8531,23.6062,1,1,0
GJ 273 b,GJ 273,b,2017,18.65,1.51,"60,446","37,561",2.9,0.8367,1.06,1.0,1.0,,,Warm,Terran,La Silla Observatory,Radial Velocity,GJ 273,M3.5,3382,0.29,0.29,-2.056,,,,10.37354,212.3446,5.921535,1,2,0
GJ 273 c,GJ 273,c,2017,4.72,1.06,"42,432","26,368",1.2,0.9873,6.66,0.0,0.0,,,Hot,Terran,La Silla Observatory,Radial Velocity,GJ 273,M3.5,3382,0.29,0.29,-2.056,,,,10.37354,212.3446,5.921535,1,2,0
GJ 3021 b,GJ 3021,b,2000,133.71,13.1,"524,395","325,864",1071.0,0.4755,,0.0,0.0,77.0,171.0,Hot,Jovian,La Silla Observatory,Radial Velocity,GJ 3021,G6 V,5540,0.9,0.9,-0.18,4.7,,,-37.14407,304.8714,17.5559,2,1,0
GJ 3082 b,GJ 3082,b,2020,11.95,2.79,"111,684","69,402",8.2,0.3757,,0.0,,,,,,Multiple Facilities,Radial Velocity,GJ 3082,,,,0.47,,,,,-62.84946,295.4642,16.6186,1,1,0
GJ 3138 b,GJ 3138,b,2017,1.22,1.18,"47,236","29,353",1.8,1.0799,118.1,0.0,0.0,,,Hot,Terran,La Silla Observatory,Radial Velocity,GJ 3138,M0,3717,0.5,0.68,-1.347,,,,-69.01208,185.9956,28.4712,1,3,0
GJ 3138 c,GJ 3138,c,2017,5.97,1.88,"75,257","46,765",4.2,0.6279,13.9,0.0,0.0,,,Hot,Terran,La Silla Observatory,Radial Velocity,GJ 3138,M0,3717,0.5,0.68,-1.347,,,,-69.01208,185.9956,28.4712,1,3,0
GJ 3138 d,GJ 3138,d,2017,257.8,3.23,"129,297","80,347",10.5,0.3103,0.1,0.0,0.0,,,Cold,Neptunian,La Silla Observatory,Radial Velocity,GJ 3138,M0,3717,0.5,0.68,-1.347,,,,-69.01208,185.9956,28.4712,1,3,0
GJ 317 b,GJ 317,b,2007,695.66,13.3,"532,401","330,839",794.5,0.3376,,0.0,0.0,,,,Jovian,W. M. Keck Observatory,Radial Velocity,GJ 317,M2.5 V,3510,,0.42,,,5,,11.18989,246.7994,15.1968,1,2,0
GJ 317 c,GJ 317,c,2018,6739.32,13.5,"540,407","335,814",522.5,0.2123,,0.0,0.0,,,,Jovian,W. M. Keck Observatory,Radial Velocity,GJ 317,M2.5 V,3510,,0.42,,,5,,11.18989,246.7994,15.1968,1,2,0
GJ 328 b,GJ 328,b,2013,4100.0,13.3,"532,401","330,839",731.0,0.3103,,0.0,0.0,,,,Jovian,McDonald Observatory,Radial Velocity,GJ 328,M1,3900,,0.69,,,,,28.00069,226.7054,20.5266,1,1,0
GJ 3293 b,GJ 3293,b,2015,30.6,5.19,"207,757","129,102",23.5,0.1679,1.07,0.0,1.0,,,Warm,Neptunian,La Silla Observatory,Radial Velocity,GJ 3293,M2.5,3466,0.4,0.42,-1.658,,,,-41.61211,223.5389,20.1903,1,4,0
GJ 3293 c,GJ 3293,c,2015,122.62,4.87,"194,947","121,142",21.1,0.1815,0.17,0.0,0.0,,,Cold,Neptunian,La Silla Observatory,Radial Velocity,GJ 3293,M2.5,3466,0.4,0.42,-1.658,,,,-41.61211,223.5389,20.1903,1,4,0
GJ 3293 d,GJ 3293,d,2017,48.13,2.67,"106,881","66,417",7.6,0.3975,0.59,2.0,2.0,,,Warm,Superterran,La Silla Observatory,Radial Velocity,GJ 3293,M2.5,3466,0.4,0.42,-1.658,,,,-41.61211,223.5389,20.1903,1,4,0
GJ 3293 e,GJ 3293,e,2017,13.25,1.63,"65,249","40,546",3.3,0.755,3.34,0.0,0.0,,,Hot,Terran,La Silla Observatory,Radial Velocity,GJ 3293,M2.5,3466,0.4,0.42,-1.658,,,,-41.61211,223.5389,20.1903,1,4,0
GJ 3323 b,GJ 3323,b,2017,5.36,1.23,"49,237","30,596",2.0,1.0817,2.58,0.0,1.0,,,Warm,Terran,La Silla Observatory,Radial Velocity,GJ 3323,M4,3159,0.12,0.16,-2.569,,,,-27.47127,206.4304,5.37484,1,2,0
GJ 3323 c,GJ 3323,c,2017,40.54,1.32,"52,840","32,835",2.3,1.0018,0.17,0.0,0.0,,,Cold,Terran,La Silla Observatory,Radial Velocity,GJ 3323,M4,3159,0.12,0.16,-2.569,,,,-27.47127,206.4304,5.37484,1,2,0
GJ 3341 b,GJ 3341,b,2015,14.21,2.46,"98,474","61,193",6.6,0.4428,,0.0,0.0,,,Hot,Superterran,La Silla Observatory,Radial Velocity,GJ 3341,M2.5,3526,0.44,0.47,-1.538,,,,-33.03499,234.2198,23.619,1,1,0
GJ 338 B b,GJ 338 B,b,2020,24.45,3.19,"127,696","79,352",10.3,0.3158,,0.0,,118.0,244.0,,,Calar Alto Observatory,Radial Velocity,GJ 338 B,M0.0 V,4005,0.58,0.64,-1.101,4.68,4,,42.67227,164.9346,6.33256,2,1,0
GJ 3470 b,GJ 3470,b,2012,3.34,4.57,"182,938","113,679",13.9,0.1452,,0.0,0.0,321.0,610.0,Hot,Neptunian,La Silla Observatory,Radial Velocity,GJ 3470,M1.5,3600,0.55,0.54,-1.538,4.7,1.65,3.3,21.7575,206.2354,29.4214,1,1,0
GJ 3512 b,GJ 3512,b,2019,203.59,14.3,"572,431","355,714",147.2,0.0503,,0.0,,,,,,Calar Alto Observatory,Radial Velocity,GJ 3512,M5.5 V,3081,0.14,0.12,-2.804,,5.5,,36.96226,157.2369,9.48637,1,1,0
GJ 357 b,GJ 357,b,2019,3.93,1.217,"48,717","30,273",1.8,1.0163,12.6,0.0,0.0,252.0,486.0,Hot,Terran,Transiting Exoplanet Survey Satellite (TESS),Transit,GJ 357,M2.5 V,3505,0.34,0.34,-1.798,4.94,,13.6,22.08297,253.8847,9.44181,1,3,0
