star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
KIC 5437945,,6340,1.24,1.07,0.35,4.16,3.16,0.41292,13.35489,72.03319,1274.01,1,2,0
KIC 5951458,,6258,1.52,0.98,0.505,4.08,,,13.23721,72.73414,742.688,1,1,0
KIC 7917485,A,7067,,1.63,0.996,4,,,7.520678,78.52717,1382.89,1,1,0
KIC 9663113,,6065,1.03,0.98,0.112,4.42,3,0.23283,10.32377,80.0508,1594.74,1,2,0
KMT-2016-BLG-0212L,,,,0.48,,,,,-1.6036377,0.784657,6300,1,1,0
KMT-2016-BLG-1107L,,,,0.09,,,,,1.5,2.5,6651,1,1,0
KMT-2016-BLG-1397L,,,,0.45,,,,,-2.7941734,6.3238641,6600,1,1,0
KMT-2016-BLG-1820L,,,,0.04,,,,,-2.065839,0.5568041,6260,1,1,0
KMT-2016-BLG-1836L,,,,0.49,,,,,-4.56,355.92,7100,1,1,0
KMT-2016-BLG-2142L,,,,0.07,,,,,-1.508667,0.3830912,7010,1,1,0
KMT-2017-BLG-0165L,,,,0.76,,,,,-2.0436006,2.1433499,4530,1,1,0
KMT-2017-BLG-1038L,,,,0.37,,,,,2.16,3.13,6000,1,1,0
KMT-2017-BLG-1146L,,,,0.33,,,,,-4.14,-2.44,6500,1,1,0
KMT-2018-BLG-0029L,,,,1.14,,,,,1.9474996,359.909685,3380,1,1,0
KMT-2018-BLG-1292L,,,,1.09,,,,,-0.2845648,354.764375,3460,1,1,0
KMT-2018-BLG-1990L,M,,,0.09,,,,,1.9135134,6.7618191,967,1,1,0
KMT-2019-BLG-1339L,,,,0.48,,,,,2.2599686,2.5586252,6120,1,1,0
KMT-2019-BLG-1953L,,,,0.31,,,,,-1.6701297,1.8496003,7040,1,1,0
KOI-12,,6635,1.4,1.5,0.626,4.31,1.45,0.8,7.469672,75.49896,399.398,1,2,0
KOI-1257,G5 V,5520,1.13,0.99,0.029,4.32,9.3,0.99,13.31738,76.89179,,2,1,0
KOI-13,,7650,1.74,1.72,0.971,4.2,1.12,0.49629,16.80646,77.50597,519.096,3,1,0
KOI-142,,5466,0.9,0.99,-0.188,4.53,1.6,1.50172,11.52807,72.93476,376.863,1,3,0
KOI-1599,,5833,0.97,1.02,-0.028,4.47,4.7,0.00634,6.670319,75.50722,1131.64,1,2,0
KOI-1783,,5922,1.14,1.08,0.213,4.3,0.2,0.87299,15.36014,78.27216,865.73,1,2,0
KOI-217,,5545,0.86,0.95,-0.169,4.53,1.7,2.08224,11.63329,79.29222,914.699,1,1,0
KOI-351,,6080,1.2,1.2,0.293,4.4,0.53,1.06266,19.25565,79.26949,848.254,1,8,0
KOI-3680,,5830,0.96,1.01,0.068,4.47,3.2,1.88,12.17753,77.89246,921.986,1,1,0
KOI-55,B,27730,0.2,0.5,1.36,5.52,,84.1,8.231124,75.1612,1231.02,1,2,0
KOI-7892,,6474,1.26,1.04,0.401,4.31,,,19.02785,74.17444,1072.3,1,2,0
KOI-94,,6182,1.52,1.28,0.479,4.18,3.16,0.654,7.98316,76.22604,477.052,2,4,0
KPS-1,K1 V,5165,0.91,0.89,-0.277,4.47,,1.68,48.29951,140.1272,262.706,1,1,0
Kapteyn,,3550,0.29,0.28,-1.92,,,,-36.00206,250.5317,3.93305,1,1,0
Kepler-10,,5627,1.06,0.91,0.055,4.35,9.12,1.068,18.81613,80.48973,185.506,1,2,0
Kepler-100,,5825,1.49,1.08,0.411,4.12,6.46,0.44,11.94529,74.22771,304.645,1,3,0
Kepler-1000,,6453,1.51,1.4,0.715,4.23,1.26,0.31247,17.07308,77.65312,1115.62,1,1,0
Kepler-1001,,5491,0.88,0.9,-0.279,4.52,4.68,0.1919,17.88433,79.0321,928.978,1,2,0
Kepler-1002,,6144,1.57,1.22,0.501,4.13,4.07,0.53373,11.30669,75.78384,408.303,1,1,0
Kepler-1003,,6109,1.17,1.11,0.282,4.35,3.16,2.86343,12.78675,77.09294,941.902,1,1,0
Kepler-1004,,4972,3.39,1.11,0.802,3.43,7.76,0.05453,11.79609,83.25833,1152.68,1,1,0
Kepler-1005,,5782,1.06,1,0.136,4.38,6.17,0.86486,15.91084,73.89278,567.806,1,1,0
Kepler-1006,,5328,0.74,0.78,-0.4,4.59,4.27,1.8432,9.31928,76.22457,,1,1,0
Kepler-1007,,4587,0.7,0.73,-0.708,4.62,4.17,4.45642,10.77201,79.20382,,1,1,0
Kepler-1008,,5066,0.78,0.81,-0.507,4.56,6.76,3.15618,9.964174,78.64497,282.565,2,1,0
Kepler-1009,,4027,0.57,0.59,-0.987,4.7,3.16,2.82945,18.00047,72.29315,355.019,1,1,0
Kepler-101,G3 IV,5667,1.56,1.17,0.355,4.12,5.9,0.437,19.67348,78.04676,927.981,1,2,0
Kepler-1010,,5253,0.82,0.86,-0.412,4.55,4.79,1.17744,14.30976,75.54156,579.273,1,1,0
Kepler-1011,,5416,0.88,0.91,-0.376,4.52,4.47,2.1712,10.34778,80.61188,736.779,1,1,0
Kepler-1012,,5556,0.91,0.95,-0.194,4.5,3.72,1.80454,15.17666,77.75545,411.077,1,1,0
Kepler-1013,,4954,0.76,0.81,-0.531,4.59,4.27,1.79457,13.73978,76.13154,422.246,1,1,0
Kepler-1014,,5388,0.84,0.88,-0.337,4.54,4.79,3.6704,16.9872,74.327,624.8,1,1,0
Kepler-1015,,6769,1.81,1.49,0.559,4.09,1.58,0.52713,11.67458,75.99891,739.357,1,1,0
Kepler-1016,,5821,1,0.99,0.124,4.44,3.89,0.65812,11.65066,78.93726,1402.82,1,2,0
Kepler-1017,,5473,0.87,0.93,-0.161,4.53,2.95,6.3602,16.65844,69.99207,552.058,1,1,0
Kepler-1018,,5518,0.88,0.91,-0.082,4.52,4.47,1.39053,18.46208,75.19311,1010.01,1,1,0
Kepler-1019,,4433,0.67,0.7,-0.806,4.64,3.55,2.24787,18.99817,77.0059,194.182,1,1,0
Kepler-102,,4903,0.74,0.8,-0.584,4.61,1.41,2.76,20.43464,76.48384,107.796,1,5,0
Kepler-1020,,5227,0.8,0.87,-0.436,4.57,3.63,3.54726,13.02868,78.68327,415.358,1,1,0
Kepler-1021,,5431,0.86,0.89,-0.288,4.53,4.68,6.58918,9.686093,76.04998,810.082,1,1,0
Kepler-1022,,4445,0.68,0.71,-0.858,4.64,3.63,22.3991,15.34772,78.26133,420.042,1,1,0
Kepler-1023,,5494,0.89,0.93,-0.193,4.51,4.47,6.81194,16.63899,80.85085,694.175,1,1,0
Kepler-1024,,5143,0.78,0.81,-0.35,4.57,5.25,1.46712,9.896642,71.01227,1087.4,1,1,0
Kepler-1025,,6089,1.13,1.09,0.287,4.37,3.31,0.90433,17.34229,74.01378,803.776,1,1,0
Kepler-1026,,4948,0.75,0.79,-0.617,4.59,4.57,1.84625,16.51188,69.90195,351.239,1,1,0
Kepler-1027,,5436,0.82,0.91,0.011,4.57,1.41,0.79155,14.84873,73.78904,405.104,2,1,0
Kepler-1028,,5522,0.87,0.9,-0.245,4.52,4.68,4.31494,16.30791,81.00855,607.916,1,1,0
Kepler-1029,,5030,0.77,0.82,-0.62,4.58,4.07,5.43948,11.25008,74.07273,366.656,1,1,0
Kepler-103,,5845,1.44,1.09,0.424,4.16,5.7,0.52,12.7571,71.65206,494.832,1,2,0
Kepler-1030,,4983,0.76,0.8,-0.553,4.59,4.37,2.31795,12.15348,78.48538,758.702,1,1,0
Kepler-1031,,6011,1.12,1.09,0.17,4.38,3.39,1.06275,12.13124,82.1018,682.882,1,1,0
Kepler-1032,,4647,0.71,0.77,-0.673,4.62,1.86,7.73587,12.11571,71.99774,673.01,1,1,0
Kepler-1033,,5547,0.92,0.94,-0.126,4.49,5.01,1.19278,18.01842,74.46969,1455.5,1,1,0
Kepler-1034,,5198,0.8,0.83,-0.439,4.57,4.79,3.01011,13.92637,68.74509,654.549,1,1,0
Kepler-1035,,5763,0.97,0.98,0.209,4.45,4.47,0.69205,13.89013,74.30406,562.116,1,1,0
Kepler-1036,,5533,0.89,0.95,-0.202,4.52,3.24,0.3502,13.10895,82.72807,489.435,1,1,0
Kepler-1037,,5105,0.78,0.82,-0.448,4.57,5.13,7.38471,11.14896,80.57104,446.914,1,1,0
Kepler-1038,,5335,0.83,0.87,-0.362,4.55,4.27,3.27732,8.061292,78.79143,584.136,1,1,0
Kepler-1039,,4870,0.74,0.79,-0.649,4.6,4.37,1.07711,9.050048,79.59571,306.91,1,1,0
Kepler-104,,5711,1.35,0.81,0.089,4.11,12.9,1.05883,14.56797,73.18564,400.785,2,3,0
Kepler-1040,,5694,0.96,0.98,-0.044,4.47,4.17,1.6429,19.68959,77.78933,482.119,1,1,0
Kepler-1041,,5957,1.08,1.06,0.489,4.4,3.55,0.07423,13.74396,82.10329,1485.82,1,1,0
Kepler-1042,,4815,0.72,0.75,-0.6,4.61,4.79,2.91174,12.87587,71.32407,,1,1,0
Kepler-1043,,5629,0.9,0.92,-0.073,4.5,4.47,0.71425,20.4319,76.89004,903.332,1,1,0
Kepler-1044,,5985,1.11,1.08,0.031,4.38,3.55,3.37561,12.86311,79.09555,1278.96,1,1,0
Kepler-1045,,5301,0.82,0.86,-0.334,4.55,4.47,8.98752,17.95838,75.01613,942.485,1,1,0
Kepler-1046,,5913,1.04,1.04,0.077,4.42,3.63,4.45912,10.8185,80.55238,721.534,1,1,0
Kepler-1047,,5754,1.13,1.08,0.424,4.37,4.47,0.25738,17.2522,81.73972,817.647,1,2,0
Kepler-1048,,4651,0.7,0.75,-0.409,4.62,3.98,0.81232,18.49108,71.53882,556.006,1,1,0
Kepler-1049,,3864,0.49,0.51,-1.14,4.77,3.8,4.01778,16.90904,78.48202,162.006,1,1,0
Kepler-105,,6397,1.58,1.28,0.607,4.15,3.17,0.46,15.99894,77.18486,459.223,1,2,0
Kepler-1050,,6010,1.13,1.09,0.059,4.37,3.55,1.35078,19.96859,78.24399,490.488,1,2,0
Kepler-1051,,6675,1.73,1.43,0.524,4.12,1.74,0.92007,8.931408,74.55035,829.343,1,1,0
Kepler-1052,,5888,1.03,1.03,-0.047,4.42,3.55,2.06568,11.487,79.73345,943.444,1,1,0
Kepler-1053,,4529,0.69,0.74,-0.895,4.63,3.09,4.2258,10.66078,71.61839,151.129,1,1,0
Kepler-1054,,6209,1.34,1.22,0.369,4.26,2.82,0.06502,13.56193,76.35337,1090.51,1,1,0
Kepler-1055,,5723,0.94,0.98,-0.148,4.49,3.09,2.16162,13.79348,76.66975,389.397,1,1,0
Kepler-1056,,6127,1.2,1.12,0.227,4.33,2.95,0.94603,9.121619,81.40572,982.51,1,1,0
Kepler-1057,,5987,1.1,1.07,-0.006,4.38,3.09,1.7086,7.741494,75.97799,1201.82,1,1,0
Kepler-1058,,4644,0.69,0.73,-0.699,4.63,3.39,0.19135,11.61169,78.83189,491.997,1,1,0
Kepler-1059,,4906,0.72,0.75,-0.52,4.61,5.37,3.72577,13.28304,73.25898,713.167,1,1,0
Kepler-106,,5858,1.04,1,0.083,4.41,4.83,1.38,7.003365,79.67078,444.322,1,4,0
Kepler-1060,,5797,0.99,0.99,0.072,4.44,4.27,0.29666,14.65461,70.29069,946.565,1,1,0
Kepler-1061,,6067,1.07,1.09,0.088,4.42,2.14,1.72402,12.66064,83.34316,543.375,1,1,0
Kepler-1062,,4597,0.7,0.75,-0.682,4.62,2.45,11.57399,16.7581,71.17442,397.455,1,1,0
Kepler-1063,,5945,1.14,1.09,0.166,4.37,3.39,28.42249,10.85008,70.40603,343.226,2,1,0
Kepler-1064,,5153,0.79,0.85,-0.401,4.57,3.89,8.92788,9.789754,70.42706,,1,1,0
Kepler-1065,,5635,0.93,0.94,-0.104,4.49,4.47,5.36485,8.369751,72.43431,1122.48,1,2,0
Kepler-1066,,5762,0.98,0.98,-0.19,4.45,3.8,2.12805,9.313849,80.828,344.251,1,1,0
Kepler-1067,,5592,0.93,0.95,-0.147,4.49,4.79,4.56389,17.15586,75.31279,667.693,1,1,0
Kepler-1068,,5806,1.01,1.01,-0.025,4.43,4.17,2.34768,11.81543,79.31896,1473.61,1,1,0
Kepler-1069,,5722,0.98,0.99,0.372,4.46,4.37,0.05041,14.75415,79.68413,695.967,1,1,0
Kepler-107,,5854,1.45,1.24,0.364,4.21,4.29,0.574,11.23251,81.72608,525.997,1,4,0
Kepler-1070,,6261,1.32,1.21,0.285,4.27,2.75,1.52693,13.98633,81.56378,939.001,1,1,0
Kepler-1071,,5215,0.81,0.86,-0.313,4.56,4.27,5.7186,12.29146,77.76514,1042.27,1,1,0
Kepler-1072,,6199,1.32,1.2,0.365,4.27,2.88,0.63932,13.39867,78.44586,982.716,1,1,0
Kepler-1073,,5792,1,1,-0.01,4.44,3.72,1.84858,8.354001,71.80372,809.897,1,2,0
Kepler-1074,,4002,0.57,0.6,-1.121,4.7,3.55,3.87226,18.18183,76.2522,250.817,1,1,0
Kepler-1075,,3959,0.54,0.56,-1.19,4.72,2.95,0.44216,16.69851,78.22886,291.275,1,1,0
Kepler-1076,,4868,0.74,0.79,-0.557,4.6,3.72,2.40067,17.9711,81.74763,,1,1,0
Kepler-1077,,5816,1.02,1.02,0.006,4.43,4.17,1.43617,12.30129,74.36728,1101.42,1,1,0
Kepler-1078,,5612,0.92,0.94,-0.121,4.49,4.37,0.03994,11.21701,75.80289,2481.71,1,1,0
Kepler-1079,,5758,1.36,1.08,0.263,4.21,6.61,0.8915,8.536555,80.42782,591.098,1,1,0
Kepler-108,,5854,2.19,1.25,0.707,3.9,3.89,0.24339,11.71964,78.99024,1257.43,2,2,0
Kepler-1080,,5956,1.16,1.1,0.861,4.35,3.89,0.11728,12.0197,82.42455,1382.82,1,1,0
Kepler-1081,,5345,0.84,0.88,-0.306,4.54,4.68,4.23374,12.96768,72.96882,420.215,1,1,0
Kepler-1082,,5923,1.14,1.03,0.314,4.33,5.75,0.56168,16.76238,81.73427,739.557,1,1,0
Kepler-1083,,5049,0.77,0.81,-0.473,4.58,4.68,0.45058,18.67702,74.87446,902.633,1,1,0
Kepler-1084,,6113,1.28,1.12,0.315,4.27,4.07,1.1305,15.39582,79.68525,405.533,1,1,0
Kepler-1085,,6000,1.14,1.11,0.079,4.37,3.39,1.04654,16.20868,76.9416,1364.53,1,2,0
Kepler-1086,,4350,0.66,0.7,-0.86,4.65,2.88,1.71384,11.19169,79.01712,466.084,2,2,0
Kepler-1087,,5589,0.94,0.96,-0.097,4.48,3.55,1.02574,11.43485,79.07504,362.623,1,1,0
Kepler-1088,,5975,1.08,1.08,0.09,4.4,3.02,1.20451,18.82286,71.73076,280.629,1,1,0
Kepler-1089,,3753,0.49,0.52,-1.297,4.76,3.72,4.5352,15.17873,80.8497,259.328,1,1,0
Kepler-109,,5952,1.32,1.04,0.347,4.21,5.73,0.65,11.8779,72.32575,474.861,1,2,0
Kepler-1090,,5321,0.82,0.86,-0.146,4.55,4.37,2.67261,10.31966,77.9698,858.77,1,1,0
Kepler-1091,,5851,1.03,1.01,0.08,4.42,3.47,1.94361,7.321991,78.69109,914.299,1,1,0
Kepler-1092,,5862,1,0.99,0.096,4.44,3.8,2.4381,10.29548,80.97659,981.233,1,1,0
Kepler-1093,,6166,1.2,1.13,0.46,4.33,2.95,0.84334,16.08106,71.68219,1072.88,1,2,0
Kepler-1094,,6112,1.21,1.14,0.178,4.33,3.09,0.96152,9.658483,71.15269,1291.01,1,1,0
Kepler-1095,,5658,0.92,0.94,-0.093,4.48,4.47,3.18914,10.41211,74.2951,792.522,1,1,0
Kepler-1096,,4306,0.63,0.66,-0.84,4.66,3.8,6.95894,11.58459,78.95457,377.976,1,1,0
Kepler-1097,,5211,0.79,0.82,-0.404,4.57,4.9,8.63421,18.84996,71.88437,719.802,1,1,0
Kepler-1098,,5794,0.99,0.99,0.157,4.45,3.98,0.90721,9.811418,76.75657,1049.19,1,1,0
Kepler-1099,,5837,1,1.01,-0.119,4.45,3.63,5.9055,16.23312,79.34118,1022.8,1,1,0
Kepler-11,,5663,1.06,0.96,0.12,4.37,8.5,1.122,8.133291,76.16133,646.346,1,6,0
Kepler-110,,5960,1.15,1.07,0.276,4.33,4.47,0.79317,13.8365,80.82266,586.531,1,2,0
Kepler-1100,,6247,1.34,1.21,0.088,4.26,2.69,2.85412,12.53992,76.31733,693.618,1,1,0
Kepler-1101,,5614,0.91,0.94,-0.351,4.5,4.27,3.7581,11.53496,78.6383,742.473,1,1,0
Kepler-1102,,5724,0.94,0.96,0.139,4.48,4.37,0.31768,20.80373,77.31999,1246.05,1,1,0
Kepler-1103,,6092,1.15,1.11,0.522,4.36,3.31,5.24102,17.50957,80.12415,1331.92,1,1,0
Kepler-1104,,6417,1.41,1.3,0.514,4.25,2.04,0.61522,13.24669,81.95114,530.658,1,1,0
Kepler-1105,,4299,0.68,0.71,-0.945,4.62,8.71,0.66228,19.13652,71.61625,318.004,1,1,0
Kepler-1106,,6104,1.17,1.11,0.159,4.35,3.09,0.89491,12.99987,76.0636,1090.7,1,1,0
Kepler-1107,,5268,0.82,0.86,-0.33,4.55,4.47,4.56279,10.92346,71.50231,428.798,1,1,0
Kepler-1108,,5406,0.84,0.88,-0.258,4.54,4.17,3.82916,10.77148,79.40719,767.701,1,1,0
Kepler-1109,,5893,1.06,1.05,-0.076,4.41,3.8,1.31457,10.62301,71.94353,685.087,1,1,0
Kepler-111,,5952,1.16,1.17,0.195,4.38,2.3,0.88106,12.94057,76.8035,657.223,1,2,0
Kepler-1110,,4781,0.7,0.73,-0.637,4.62,4.79,2.74996,10.16389,71.29736,726.828,1,1,0
Kepler-1111,,6077,1.15,1.1,-0.09,4.36,3.16,1.97461,11.0467,79.05988,841.536,1,1,0
Kepler-1112,,6496,1.54,1.34,0.542,4.19,2.09,1.11353,11.05005,81.29699,1671.28,1,1,0
Kepler-1113,,5931,1.17,1.12,0.08,4.35,3.55,4.29644,12.15552,71.11969,1073.88,1,1,0
Kepler-1114,,5374,0.83,0.87,-0.293,4.55,4.27,8.90485,8.7574,80.37317,418.417,1,1,0
Kepler-1115,,8480,1.73,1.6,1.254,4.17,1.12,0.53077,8.684657,73.81762,983.245,1,1,0
Kepler-1116,,5641,0.93,0.95,-0.147,4.48,4.9,2.25165,12.51189,76.36323,1008.57,1,1,0
Kepler-1117,,5612,0.93,0.95,-0.224,4.49,4.27,1.98241,14.60847,81.17198,568.487,1,1,0
Kepler-1118,,5688,0.97,0.96,-0.06,4.46,4.07,0.58519,7.462223,79.18246,888.325,1,1,0
Kepler-1119,,6083,1.17,1.11,0.486,4.35,3.09,0.45899,9.37412,78.26282,1757.23,1,1,0
Kepler-112,,5544,0.84,0.78,-0.086,4.51,9.4,1.7551,8.855151,77.25979,513.206,1,2,0
Kepler-1120,,4904,0.74,0.78,-0.588,4.6,4.68,3.06505,12.38888,74.3456,615.231,1,1,0
Kepler-1121,,6231,1.59,1.29,0.475,4.14,3.02,0.45721,10.633,81.68564,482.047,1,1,0
Kepler-1122,,5544,0.89,0.92,0.059,4.51,4.68,0.96661,15.77373,77.35651,1230.42,1,1,0
Kepler-1123,,5500,0.9,0.93,-0.295,4.5,5.13,3.18576,13.81152,83.20067,704.323,1,1,0
Kepler-1124,,3658,0.34,0.35,-1.323,4.93,3.39,5.16342,13.5503,68.83112,289.899,1,1,0
Kepler-1125,,5683,0.94,0.95,0.647,4.47,4.17,0.80228,8.636907,74.51971,2011.41,1,1,0
Kepler-1126,,5798,0.93,0.92,-0.099,4.46,5.5,1.88819,17.1913,76.01846,635.736,1,1,0
Kepler-1127,,5664,0.95,0.97,-0.259,4.47,4.37,1.89424,11.05734,75.50904,842.459,1,1,0
Kepler-1128,,5543,0.91,0.94,-0.196,4.5,4.57,10.19029,9.649658,72.45318,1083.41,1,1,0
Kepler-1129,,5831,1,1,-0.027,4.44,4.07,3.86037,11.49989,73.67592,1183.88,1,2,0
Kepler-113,,4725,0.69,0.75,-0.576,4.64,6.89,2.71,17.68984,81.73199,262.351,1,2,0
Kepler-1130,,5403,0.81,0.9,-0.26,4.57,1.58,1.9628,17.39612,75.59136,249.343,2,1,0
Kepler-1131,,5851,1.04,1.03,-0.028,4.42,4.17,1.41165,12.52682,82.24447,1030.7,1,1,0
Kepler-1132,,5298,0.83,0.87,-0.378,4.55,4.57,1.50773,17.75645,78.86461,867.931,1,1,0
Kepler-1133,,5569,0.9,0.93,-0.21,4.5,4.07,20.39189,11.05499,75.67793,753.135,1,1,0
Kepler-1134,,5281,0.81,0.84,-0.397,4.56,4.9,4.80501,9.41181,76.10565,944.445,1,1,0
Kepler-1135,,5656,0.94,0.96,0.437,4.47,4.47,0.57519,16.64259,75.19743,1314.64,1,1,0
Kepler-1136,,4512,0.68,0.72,-0.853,4.63,3.24,11.55482,17.71416,74.1828,491.406,1,1,0
Kepler-1137,,6807,1.84,1.5,0.754,4.08,1.58,0.36758,17.37409,79.29329,921.778,1,1,0
Kepler-1138,,5582,0.92,0.95,-0.333,4.49,4.37,6.55345,18.00514,78.63307,872.328,1,1,0
Kepler-1139,,5550,0.91,0.94,-0.304,4.5,4.47,2.57532,13.13621,70.53193,495.156,1,1,0
Kepler-114,M0 V,4605,0.67,0.77,-0.685,4.65,2.69,3.41328,13.01498,80.94407,259.533,1,3,0
Kepler-1140,,4850,0.73,0.76,-0.566,4.61,5.01,5.29946,20.21555,76.26764,656.48,1,1,0
Kepler-1141,,5791,1.07,1.01,0.155,4.38,6.17,1.01527,14.91278,79.31182,393.642,1,1,0
Kepler-1142,,5685,0.96,0.97,0.437,4.46,5.37,0.09668,11.99358,76.58479,1273.51,1,1,0
Kepler-1143,,5053,0.77,0.81,-0.623,4.58,4.79,6.48761,13.61424,70.37708,555.189,1,2,0
Kepler-1144,,5753,0.96,0.98,0.056,4.47,3.98,2.63554,15.03127,78.72698,1140.57,1,1,0
Kepler-1145,,5064,0.75,0.79,-0.498,4.59,4.79,5.25201,9.847694,76.52,691.961,1,1,0
Kepler-1146,,4692,0.7,0.74,-0.642,4.62,4.9,3.92223,17.17446,77.97964,703.038,1,1,0
Kepler-1147,,5941,1.14,1.09,0.235,4.36,3.8,0.68449,11.01533,74.30088,1657.36,1,1,0
Kepler-1148,,5054,0.77,0.81,-0.531,4.58,4.57,8.38181,13.82548,77.54715,625.692,1,1,0
Kepler-1149,,5833,1.01,1.02,0.165,4.43,3.98,1.08184,11.53557,78.04207,1217.73,1,1,0
Kepler-115,,5979,1.21,1.07,0.22,4.31,5.5,0.99436,9.400032,79.33266,623.609,1,2,0
Kepler-1150,,4754,0.72,0.76,-0.666,4.61,4.68,2.35572,12.03357,82.82163,358.518,2,1,0
Kepler-1151,,5470,0.85,0.88,-0.342,4.53,4.37,6.66383,13.93622,79.94817,682.436,1,1,0
Kepler-1152,,3964,0.53,0.55,-1.097,4.73,3.47,3.72809,13.48157,75.88295,215.233,1,1,0
Kepler-1153,,5470,0.88,0.91,-0.204,4.52,4.57,2.57091,15.03403,77.151,1119.49,1,1,0
Kepler-1154,,6327,1.43,1.26,0.452,4.23,2.29,0.68894,6.891306,74.51593,1460.1,1,2,0
Kepler-1155,,5842,1.03,1.03,0.047,4.43,3.72,3.21232,12.64355,71.09398,1128.72,1,1,0
Kepler-1156,,5778,1,1,-0.068,4.44,4.47,2.28121,15.25274,77.26859,691.331,1,1,0
Kepler-1157,,4679,0.71,0.76,-0.675,4.62,3.39,2.97604,18.12436,73.21036,342.144,1,1,0
Kepler-1158,,6203,1.95,1.41,0.84,4.01,2.88,1.29966,11.19477,74.13228,1484.25,1,1,0
Kepler-1159,,6217,1.28,1.19,0.298,4.3,2.75,4.66661,11.51115,78.11524,1213.71,1,1,0
Kepler-116,,6142,1.45,1.21,0.421,4.2,0.34,1.06053,10.44221,76.76632,955.168,1,2,0
Kepler-1160,,5519,0.89,0.92,-0.343,4.51,4.57,3.39097,14.86113,74.40389,1077.63,1,1,0
Kepler-1161,,4253,0.57,0.59,-0.653,4.7,3.39,3.57023,8.655698,79.97177,547.726,1,1,0
Kepler-1162,,5390,0.84,0.89,-0.322,4.54,4.37,1.49185,18.67182,75.14139,940.211,1,1,0
Kepler-1163,,6302,1.35,1.22,0.396,4.26,2.88,0.71347,16.025,81.41619,478.647,1,1,0
Kepler-1164,,5183,0.79,0.85,-0.399,4.57,3.63,2.76446,13.29173,70.08059,431.622,1,1,0
Kepler-1165,,6080,1.18,1.13,0.552,4.34,3.24,0.33691,15.98769,75.42236,1575.2,1,1,0
Kepler-1166,,5446,0.86,0.9,-0.256,4.53,4.9,2.66299,16.30356,82.28058,634.906,1,1,0
Kepler-1167,,4971,0.75,0.79,-0.536,4.6,4.27,2.85817,10.23655,81.6868,820.905,1,1,0
Kepler-1168,,5157,0.82,0.87,-0.53,4.56,4.27,2.97042,16.82076,78.16148,752.666,1,1,0
Kepler-1169,,6191,1.23,1.24,0.262,4.35,1.38,0.75322,11.69928,79.49372,522.823,1,1,0
Kepler-117,F8 V,6150,1.61,1.13,0.538,4.1,5.3,0.41,16.11477,79.12536,1455.57,1,2,0
Kepler-1170,,5069,0.76,0.8,-0.338,4.58,4.9,1.80506,12.21295,76.12966,1050.45,1,1,0
Kepler-1171,,7044,1.95,1.58,0.869,4.05,1.35,0.47547,7.967839,72.42524,573,1,1,0
Kepler-1172,,5558,0.89,0.92,-0.161,4.51,4.37,1.73973,10.72141,70.04352,1306.53,1,1,0
Kepler-1173,,5252,0.82,0.86,-0.435,4.55,4.79,3.22018,12.42915,78.16908,377.06,1,1,0
Kepler-1174,,5936,1.04,1.04,0.555,4.42,3.55,3.89135,18.58353,71.65259,1408.75,1,1,0
Kepler-1175,,5453,0.86,0.9,-0.34,4.53,4.17,4.60464,15.41492,78.04924,1121.89,1,1,0
Kepler-1176,,5844,1.02,1.01,-0.117,4.42,3.8,6.92559,9.278547,79.4162,864.699,1,1,0
Kepler-1177,,5712,0.97,0.98,0.342,4.46,4.47,0.34158,17.92354,79.90298,1299.97,1,1,0
Kepler-1178,,4990,0.75,0.8,-0.277,4.59,4.68,3.02114,15.45037,76.89166,482.287,1,1,0
Kepler-1179,,5212,0.81,0.84,-0.444,4.56,4.9,21.6335,18.96173,77.70093,415.205,1,1,0
Kepler-118,,5274,1.09,0.81,-0.377,4.32,13.9,2.37825,6.534266,76.53025,574.228,1,2,0
Kepler-1180,,6077,1.14,1.09,0.417,4.36,3.09,0.66064,9.528068,76.82309,1596.8,1,1,0
Kepler-1181,,6176,1.3,1.17,0.472,4.27,3.24,1.15805,11.99671,71.40543,938.417,1,1,0
Kepler-1182,,5924,1.05,1.04,0.256,4.41,3.39,2.73705,9.577897,77.56356,1545.39,1,1,0
Kepler-1183,,5765,0.99,1,0.255,4.45,4.27,1.04093,9.990166,71.69329,1919.19,1,1,0
Kepler-1184,,5983,1.07,1.05,0.065,4.41,3.55,0.68566,14.1428,78.81114,1157.84,1,1,0
Kepler-1185,,5622,0.87,0.96,0.282,4.54,1.55,0.6226,13.67536,70.39755,459.273,1,1,0
Kepler-1186,,5635,0.93,0.95,0.064,4.49,4.47,12.8622,15.94461,78.14024,1337.25,1,1,0
Kepler-1187,,5975,1.09,1.06,0.136,4.39,3.39,4.91133,13.51037,69.33064,1020.53,1,1,0
Kepler-1188,,5913,1.06,1.04,0.398,4.4,4.17,0.58322,18.0033,72.83392,1717.48,1,1,0
Kepler-1189,,6012,1.16,1.11,0.041,4.36,3.39,1.42473,10.28814,81.95206,782.852,1,1,0
Kepler-119,,5595,0.84,0.92,-0.206,4.57,3.63,1.35492,9.252858,76.40117,701.996,1,2,0
Kepler-1190,,4730,0.72,0.76,-0.727,4.62,3.98,2.94604,18.96773,79.57522,342.509,1,1,0
Kepler-1191,,5308,0.81,0.85,-0.226,4.56,4.57,2.26307,14.34972,79.89819,955.536,1,1,0
